TYPE,IDENT,LAT,LONG,Y_PROJ,X_PROJ,ALTITUDE
WAYPOINT,18001,10.58330451,-4.59288614,1170350.855,325726.0882,316.00
WAYPOINT,18002,10.58634991,-4.59136214,1170686.848,325894.5847,314.00
WAYPOINT,18003,10.586711,-4.59164109,1170726.943,325864.2623,315.00
WAYPOINT,18004,10.6021301,-4.58146621,1172426.739,326986.3827,313.00
WAYPOINT,18005,10.60885825,-4.57606995,1173167.925,327580.6462,291.00
WAYPOINT,18006,10.60863764,-4.57656993,1173143.801,327525.8127,298.00
WAYPOINT,18007,10.61255559,-4.57705951,1173577.425,327474.4376,296.00
WAYPOINT,18008,10.61398429,-4.57558656,1173734.633,327636.4126,303.00
WAYPOINT,18009,10.61459726,-4.57580214,1173802.551,327613.1669,300.00
WAYPOINT,18010,10.61533662,-4.57596291,1173884.419,327595.9896,299.00
WAYPOINT,18011,10.61596368,-4.57728809,1173954.511,327451.3377,290.00
WAYPOINT,18012,10.6148265,-4.576798,1173828.459,327504.3263,298.00
WAYPOINT,18013,10.61715013,-4.5867091,1174090.986,326421.1421,295.00
WAYPOINT,18014,10.61523537,-4.59098361,1173881.589,325952.3335,308.00
WAYPOINT,18015,10.61104476,-4.5939757,1173419.752,325622.5553,315.00
WAYPOINT,18016,10.6138216,-4.55907304,1173707.531,329443.2637,289.00
WAYPOINT,18017,10.6138568,-4.55864858,1173711.192,329489.7283,297.00
WAYPOINT,18018,10.61361264,-4.55865042,1173684.187,329489.3917,295.00
WAYPOINT,18019,10.61318574,-4.55873231,1173637.015,329480.1945,291.00
WAYPOINT,18020,10.61361792,-4.55911109,1173685.024,329438.9873,291.00
WAYPOINT,18021,10.61357961,-4.55987133,1173681.204,329355.7793,291.00
WAYPOINT,18022,10.61258392,-4.55940672,1173570.82,329406.0655,297.00
WAYPOINT,18023,10.61231763,-4.5589945,1173541.14,329451.0239,300.00
WAYPOINT,18024,10.61204866,-4.55798767,1173510.838,329561.0443,296.00
WAYPOINT,18025,10.61028158,-4.55961828,1173316.283,329381.6394,301.00
WAYPOINT,18026,10.60874292,-4.5607283,1173146.706,329259.3241,302.00
WAYPOINT,18027,10.60903369,-4.5613043,1173179.184,329196.4575,302.00
WAYPOINT,18028,10.60942931,-4.56220712,1173223.438,329097.8876,302.00
WAYPOINT,18029,10.60842583,-4.56144646,1173112.029,329180.5645,296.00
WAYPOINT,18030,10.60726468,-4.56125041,1172983.491,329201.3726,307.00
WAYPOINT,18031,10.60666638,-4.56171627,1172917.571,329150.0642,308.00
WAYPOINT,18032,10.60583398,-4.5621611,1172825.746,329100.9269,315.00
WAYPOINT,18033,10.60185433,-4.56066577,1172384.752,329262.3458,311.00
WAYPOINT,18034,10.59274689,-4.5033711,1171346.589,335526.927,278.00
WAYPOINT,18035,10.58812813,-4.50457742,1170836.375,335392.4577,285.00
WAYPOINT,18036,10.58949304,-4.50689334,1170988.563,335139.7605,284.00
WAYPOINT,18037,10.59127872,-4.50830184,1171186.811,334986.5873,283.00
WAYPOINT,18038,10.5977902,-4.52849921,1171917.778,332779.9699,307.00
WAYPOINT,18039,10.60025364,-4.53091093,1172191.542,332517.4047,305.00
WAYPOINT,18040,10.60108622,-4.52862485,1172282.401,332768.0111,300.00
WAYPOINT,18041,10.60133893,-4.52864128,1172310.36,332766.3505,298.00
WAYPOINT,18042,10.60133298,-4.52780963,1172309.256,332857.3502,298.00
WAYPOINT,18043,10.60398292,-4.52150376,1172598.971,333548.7985,294.00
WAYPOINT,18044,10.61260429,-4.52769865,1173555.854,332875.6141,293.00
WAYPOINT,18045,10.61271954,-4.5286448,1173569.11,332772.1485,289.00
WAYPOINT,18046,10.61110108,-4.5273638,1173389.412,332911.4372,293.00
WAYPOINT,18047,10.61046096,-4.5277927,1173318.843,332864.1588,293.00
WAYPOINT,18048,10.61042357,-4.537725,1173320.062,331777.3311,291.00
WAYPOINT,18049,10.61074108,-4.54112244,1173357.02,331405.7509,296.00
WAYPOINT,18050,10.61177566,-4.54402844,1173473.027,331088.3389,286.00
WAYPOINT,18051,10.60827085,-4.5481919,1173087.64,330630.8369,293.00
WAYPOINT,18052,10.61029374,-4.54897938,1173311.811,330545.7824,292.00
WAYPOINT,18053,10.60187403,-4.54635392,1172379.116,330828.4391,295.00
WAYPOINT,18054,10.60261566,-4.54504802,1172460.435,330971.7445,301.00
WAYPOINT,18055,10.59261639,-4.53380143,1171348.383,332196.9521,303.00
WAYPOINT,18056,10.59182195,-4.53391476,1171260.575,332184.1181,304.00
WAYPOINT,18057,10.59010626,-4.53366774,1171070.678,332210.2152,310.00
WAYPOINT,18058,10.58968272,-4.533568,1171023.779,332220.8992,305.00
WAYPOINT,18059,10.58531131,-4.53396077,1170540.492,332175.5398,308.00
WAYPOINT,18060,10.58413583,-4.5343476,1170410.686,332132.5691,307.00
WAYPOINT,18061,10.58647044,-4.54224251,1170673.168,331269.8972,315.00
WAYPOINT,18062,10.57913384,-4.53698605,1169858.864,331841.1148,311.00
WAYPOINT,18063,10.57808544,-4.53797671,1169743.44,331732.1325,315.00
WAYPOINT,18064,10.57791051,-4.53817218,1169724.197,331710.6462,314.00
WAYPOINT,18065,10.57788033,-4.53930189,1169721.469,331587.0017,315.00
WAYPOINT,18066,10.57815643,-4.539724,1169752.235,331540.9595,318.00
WAYPOINT,18067,10.57787354,-4.53998778,1169721.088,331511.9387,317.00
WAYPOINT,18068,10.57646027,-4.5396002,1169564.564,331553.5818,314.00
WAYPOINT,18069,10.57507734,-4.53949685,1169411.55,331564.1373,309.00
WAYPOINT,18070,10.5747227,-4.53976323,1169372.468,331534.7926,315.00
WAYPOINT,18071,10.57487626,-4.54030805,1169389.747,331475.2543,313.00
WAYPOINT,18072,10.57435465,-4.54167447,1169332.793,331325.4358,309.00
WAYPOINT,18073,10.57505588,-4.54148076,1169410.248,331347.0174,308.00
WAYPOINT,18074,10.57562493,-4.54174052,1169473.328,331318.9016,309.00
WAYPOINT,18075,10.57520567,-4.54289731,1169427.581,331192.0798,308.00
WAYPOINT,18076,10.57353398,-4.54403431,1169243.299,331066.7381,305.00
WAYPOINT,18077,10.56799538,-4.5570302,1168637.762,329641.4717,291.00
WAYPOINT,18078,10.56781434,-4.55912551,1168618.882,329412.0656,294.00
WAYPOINT,18079,10.56849947,-4.5587075,1168694.433,329458.1899,296.00
WAYPOINT,18080,10.56873827,-4.55894354,1168720.974,329432.4901,292.00
WAYPOINT,18081,10.56924948,-4.55994333,1168778.064,329323.3579,294.00
WAYPOINT,18082,10.56908855,-4.56141612,1168761.069,329162.0904,296.00
WAYPOINT,18083,10.56649067,-4.56107137,1168473.54,329198.3829,298.00
WAYPOINT,18084,10.56677992,-4.56220167,1168506.151,329074.8445,298.00
WAYPOINT,18085,10.56731695,-4.56261842,1168565.778,329029.5332,296.00
WAYPOINT,18086,10.56663492,-4.56320758,1168490.664,328964.679,297.00
WAYPOINT,18087,10.56447725,-4.56373128,1168252.299,328906.1714,290.00
WAYPOINT,18088,10.5658176,-4.56454785,1168400.998,328817.549,292.00
WAYPOINT,18089,10.56662218,-4.56523038,1168490.363,328743.2995,295.00
WAYPOINT,18090,10.56666325,-4.56431441,1168494.404,328843.5648,292.00
WAYPOINT,18091,10.56716222,-4.56431558,1168549.593,328843.7131,291.00
WAYPOINT,18092,10.56760596,-4.56410796,1168598.56,328866.6805,296.00
WAYPOINT,18093,10.5671173,-4.56639078,1168545.763,328616.5815,292.00
WAYPOINT,18094,10.56916986,-4.56563892,1168772.376,328700.002,296.00
WAYPOINT,18095,10.5757152,-4.56956601,1169498.49,328273.8693,301.00
WAYPOINT,18096,10.57657703,-4.56848986,1169593.222,328392.1176,304.00
WAYPOINT,18097,10.58500537,-4.56433402,1170523.166,328851.5875,319.00
WAYPOINT,18098,10.58577474,-4.56481188,1170608.525,328799.7213,318.00
WAYPOINT,18099,10.58625997,-4.56576255,1170662.717,328695.9572,321.00
WAYPOINT,18100,10.58693463,-4.56551638,1170737.203,328723.2707,318.00
WAYPOINT,18101,10.5864095,-4.56278052,1170677.619,329022.3686,316.00
WAYPOINT,18102,10.58685408,-4.56281304,1170726.81,329019.0563,307.00
WAYPOINT,18103,10.58699716,-4.56238565,1170742.401,329065.9055,316.00
WAYPOINT,18104,10.58588429,-4.55968576,1170617.831,329360.742,312.00
WAYPOINT,18105,10.58858637,-4.56394996,1170919.036,328895.6028,314.00
WAYPOINT,18106,10.58975765,-4.56548897,1171049.432,328727.8383,312.00
WAYPOINT,18107,10.59350378,-4.56622934,1171464.185,328648.9017,309.00
WAYPOINT,18108,10.58837648,-4.56959962,1170898.928,328277.2383,317.00
WAYPOINT,18109,10.56965022,-4.53043652,1168806.41,332552.7046,251.00
WAYPOINT,18110,10.56970102,-4.5292799,1168811.408,332679.3078,298.00
WAYPOINT,18111,10.55015509,-4.52652929,1166648.074,332969.7647,295.00
WAYPOINT,18112,10.55131691,-4.52486649,1166775.688,333152.3722,299.00
WAYPOINT,18113,10.55150114,-4.5249167,1166796.092,333146.9764,302.00
WAYPOINT,18114,10.55139318,-4.52379755,1166783.554,333269.4003,305.00
WAYPOINT,18115,10.53864514,-4.52006467,1165371.585,333671.0866,294.00
WAYPOINT,18116,10.55754583,-4.52083362,1167462.482,333597.0881,305.00
WAYPOINT,18117,10.56016962,-4.521272,1167752.917,333550.5242,296.00
WAYPOINT,18118,10.56488109,-4.50864055,1168267.321,334935.4072,284.00
WAYPOINT,18119,10.566059,-4.50861122,1168397.587,334939.2461,289.00
WAYPOINT,18120,10.56384894,-4.5027262,1168150.043,335582.1034,284.00
WAYPOINT,18121,10.57296669,-4.49914285,1169156.609,335979.0934,278.00
WAYPOINT,18122,10.57473251,-4.4989245,1169351.8,336003.926,280.00
WAYPOINT,18123,10.5757489,-4.50064371,1169465.119,335816.3288,282.00
WAYPOINT,18124,10.57866152,-4.50405314,1169789.061,335444.7793,289.00
WAYPOINT,18125,10.57808049,-4.51088632,1169728.409,334696.7022,293.00
WAYPOINT,18126,10.57390354,-4.52281301,1169272.766,333389.2834,296.00
WAYPOINT,23001,10.53008161,-4.5690325,1164450.837,328306.9337,297.00
WAYPOINT,23002,10.5243058,-4.56835231,1163811.625,328378.186,293.00
WAYPOINT,23003,10.52344599,-4.56956685,1163717.19,328244.774,290.00
WAYPOINT,23004,10.52281642,-4.55211656,1163638.051,330154.4286,304.00
WAYPOINT,23005,10.52239649,-4.55220005,1163591.65,330145.0604,305.00
WAYPOINT,23006,10.52259045,-4.55204599,1163613.019,330162.029,307.00
WAYPOINT,23007,10.52635778,-4.54707585,1164027.017,330708.0837,304.00
WAYPOINT,23008,10.53360092,-4.5547613,1164832.308,329870.8681,292.00
WAYPOINT,23009,10.53467388,-4.55364022,1164950.375,329994.1585,283.00
WAYPOINT,23010,10.53417273,-4.55668244,1164896.597,329660.9137,291.00
WAYPOINT,23011,10.53364643,-4.55805346,1164839.132,329510.5664,297.00
WAYPOINT,23012,10.53454178,-4.55910397,1164938.734,329396.0809,294.00
WAYPOINT,23013,10.53689132,-4.55912132,1165198.616,329395.4753,295.00
WAYPOINT,23014,10.5369095,-4.55949029,1165200.828,329355.102,296.00
WAYPOINT,23015,10.53640231,-4.5601139,1165145.07,329286.5691,296.00
WAYPOINT,23016,10.53623669,-4.56001642,1165126.698,329297.147,295.00
WAYPOINT,23017,10.53469283,-4.56120799,1164956.588,329165.8797,309.00
WAYPOINT,23018,10.53543127,-4.56316357,1165039.331,328952.2493,305.00
WAYPOINT,23019,10.53719533,-4.56217376,1165233.906,329061.5566,302.00
WAYPOINT,23020,10.53956229,-4.56079426,1165494.952,329213.846,295.00
WAYPOINT,23021,10.54625583,-4.5569235,1166233.186,329641.1746,292.00
WAYPOINT,23022,10.54583397,-4.55866962,1166187.478,329449.8372,297.00
WAYPOINT,23023,10.53674237,-4.57114122,1165188.715,328079.8245,295.00
WAYPOINT,23024,10.53878889,-4.57213028,1165415.616,327972.7085,303.00
WAYPOINT,23025,10.53900875,-4.57238426,1165440.073,327945.0327,308.00
WAYPOINT,23026,10.54039663,-4.57215023,1165593.453,327971.4177,306.00
WAYPOINT,23027,10.53836091,-4.57335027,1165368.949,327838.9441,303.00
WAYPOINT,23028,10.53713875,-4.57405804,1165234.16,327760.8,302.00
WAYPOINT,23029,10.5367997,-4.57452659,1165196.916,327709.3289,300.00
WAYPOINT,23030,10.54023025,-4.57619366,1165577.275,327528.7782,305.00
WAYPOINT,23031,10.54313885,-4.57682951,1165899.336,327460.8055,314.00
WAYPOINT,23032,10.54378434,-4.57754097,1165971.123,327383.2978,308.00
WAYPOINT,23033,10.54421492,-4.57772965,1166018.852,327362.8873,307.00
WAYPOINT,23034,10.54436948,-4.577517,1166035.83,327386.2474,311.00
WAYPOINT,23035,10.54600529,-4.5779107,1166216.979,327344.0702,304.00
WAYPOINT,23036,10.54460459,-4.57908307,1166062.699,327214.9766,311.00
WAYPOINT,23037,10.54561621,-4.58066951,1166175.468,327041.9103,305.00
WAYPOINT,23038,10.54742712,-4.58164718,1166376.307,326935.9197,305.00
WAYPOINT,23039,10.54818367,-4.5813171,1166459.804,326972.4686,308.00
WAYPOINT,23040,10.54873193,-4.58131165,1166520.443,326973.3715,310.00
WAYPOINT,23041,10.54875204,-4.58198246,1166523.038,326899.9654,314.00
WAYPOINT,23042,10.54937365,-4.58292358,1166592.313,326797.3116,314.00
WAYPOINT,23043,10.54951153,-4.58322792,1166607.732,326764.0801,311.00
WAYPOINT,23044,10.55004009,-4.58179856,1166665.403,326920.8128,312.00
WAYPOINT,23045,10.55117466,-4.58089599,1166790.395,327020.229,318.00
WAYPOINT,23046,10.55053353,-4.58000106,1166718.987,327117.8164,316.00
WAYPOINT,23047,10.551247,-4.57977257,1166797.775,327143.222,310.00
WAYPOINT,23048,10.55175981,-4.57956227,1166854.379,327166.5247,314.00
WAYPOINT,23049,10.55202685,-4.58000382,1166884.16,327118.3486,311.00
WAYPOINT,23050,10.55259204,-4.58023198,1166946.8,327093.6935,318.00
WAYPOINT,23051,10.55280738,-4.58013223,1166970.563,327104.731,318.00
WAYPOINT,23052,10.55878225,-4.57789812,1167630.189,327352.5763,306.00
WAYPOINT,23053,10.55593617,-4.58694563,1167320.405,326360.7982,315.00
WAYPOINT,23054,10.55824706,-4.58971585,1167577.546,326058.9151,320.00
WAYPOINT,23055,10.56042703,-4.59604788,1167822.199,325367.15,319.00
WAYPOINT,23056,10.56060565,-4.5970247,1167842.501,325260.3454,327.00
WAYPOINT,23057,10.56220248,-4.5963073,1168018.722,325339.7615,328.00
WAYPOINT,23058,10.56644524,-4.59452153,1168487.006,325537.5943,316.00
WAYPOINT,23059,10.56558165,-4.60291903,1168396.189,324618.0785,324.00
WAYPOINT,23060,10.56230231,-4.59895397,1168031.245,325050.1616,331.00
WAYPOINT,23061,10.55705356,-4.60341347,1167453.192,324559.127,326.00
WAYPOINT,23062,10.55587624,-4.60436993,1167323.508,324453.78,328.00
WAYPOINT,23063,10.55582486,-4.60457328,1167317.939,324431.4953,328.00
WAYPOINT,23064,10.55230111,-4.59981512,1166925.516,324950.255,319.00
WAYPOINT,23065,10.54506375,-4.59778226,1166123.872,325168.6543,307.00
WAYPOINT,23066,10.54466872,-4.59751664,1166080.03,325197.5029,313.00
WAYPOINT,23067,10.54429589,-4.59771889,1166038.905,325175.1565,314.00
WAYPOINT,23068,10.54373547,-4.59757891,1165976.84,325190.1607,313.00
WAYPOINT,23069,10.54385307,-4.59681734,1165989.423,325273.5797,318.00
WAYPOINT,23070,10.54234366,-4.59655976,1165822.327,325300.9199,315.00
WAYPOINT,23071,10.54240468,-4.59971303,1165830.838,324955.8325,310.00
WAYPOINT,23072,10.54144034,-4.60033312,1165724.521,324887.4191,302.00
WAYPOINT,23073,10.53772515,-4.60920948,1165318.57,323913.7939,304.00
WAYPOINT,23074,10.53565943,-4.60926153,1165090.114,323906.9231,309.00
WAYPOINT,23075,10.53325499,-4.60409107,1164821.261,324471.477,302.00
WAYPOINT,23076,10.5286799,-4.59902873,1164312.39,325022.9798,298.00
WAYPOINT,23077,10.53298828,-4.5948475,1164786.597,325483.0556,299.00
WAYPOINT,23078,10.53389696,-4.5948175,1164887.087,325486.8508,296.00
WAYPOINT,23079,10.53351835,-4.58984954,1164842.447,326030.3894,288.00
WAYPOINT,23080,10.53195362,-4.59030602,1164669.63,325979.5486,291.00
WAYPOINT,23081,10.53040439,-4.59023234,1164498.233,325986.7435,294.00
WAYPOINT,23082,10.52926814,-4.59078697,1164372.864,325925.3999,292.00
WAYPOINT,23083,10.527891,-4.58966698,1164219.92,326047.2139,290.00
WAYPOINT,23084,10.53043046,-4.58883894,1164500.343,326139.2695,291.00
WAYPOINT,23085,10.5265571,-4.58960261,1164072.346,326053.5114,291.00
WAYPOINT,23086,10.53175371,-4.58724327,1164645.819,326314.661,297.00
WAYPOINT,23087,10.53692074,-4.58654582,1165216.942,326393.8923,306.00
WAYPOINT,23088,10.53706826,-4.58609185,1165233.007,326443.6621,304.00
WAYPOINT,23089,10.53694052,-4.58574786,1165218.687,326481.2403,301.00
WAYPOINT,23090,10.53017565,-4.52005536,1164434.823,333667.5608,283.00
WAYPOINT,23091,10.5244944,-4.51985881,1163806.351,333686.027,282.00
WAYPOINT,23092,10.52297409,-4.51611495,1163636.216,334094.9844,284.00
WAYPOINT,23093,10.51975871,-4.51714039,1163281.127,333981.0283,277.00
WAYPOINT,23094,10.51875464,-4.51660026,1163169.787,334039.6103,274.00
WAYPOINT,21001,10.5133028,-4.39846622,1162506.765,346966.7546,296.00
WAYPOINT,21002,10.51261649,-4.39842842,1162430.842,346970.5537,296.00
WAYPOINT,21003,10.51362483,-4.39749124,1162541.906,347073.6244,294.00
WAYPOINT,21004,10.5091784,-4.39794704,1162050.362,347021.5479,293.00
WAYPOINT,21005,10.52166944,-4.39908422,1163432.4,346903.2399,299.00
WAYPOINT,21006,10.52524625,-4.39939988,1163828.143,346870.4569,299.00
WAYPOINT,21007,10.52646406,-4.38948174,1163958.003,347956.5483,311.00
WAYPOINT,21008,10.52514609,-4.38733656,1163811.199,348190.682,314.00
WAYPOINT,21009,10.52606936,-4.38128818,1163910.388,348853.0965,303.00
WAYPOINT,21010,10.52621453,-4.37989485,1163925.772,349005.6595,303.00
WAYPOINT,21011,10.52695415,-4.38045468,1164007.842,348944.7494,306.00
WAYPOINT,21012,10.52505489,-4.40500989,1163809.724,346256.3705,300.00
WAYPOINT,21013,10.52689095,-4.40624773,1164013.396,346121.8046,295.00
WAYPOINT,21014,10.52532043,-4.40632056,1163839.735,346113.0547,295.00
WAYPOINT,21015,10.52504735,-4.40607028,1163809.41,346140.3114,293.00
WAYPOINT,21016,10.52445584,-4.40639139,1163744.148,346104.8738,291.00
WAYPOINT,21017,10.52470872,-4.40803022,1163772.921,345925.6356,288.00
WAYPOINT,21018,10.52636675,-4.40769872,1163956.133,345962.7402,289.00
WAYPOINT,21019,10.52264124,-4.40860237,1163544.542,345861.989,294.00
WAYPOINT,21020,10.52325714,-4.40948398,1163613.093,345765.8056,287.00
WAYPOINT,21021,10.52556192,-4.41425538,1163870.349,345244.7404,280.00
WAYPOINT,21022,10.52690528,-4.41501645,1164019.299,345162.1147,275.00
WAYPOINT,21023,10.53009904,-4.41546866,1164372.748,345114.2171,278.00
WAYPOINT,21024,10.53047539,-4.41684924,1164415.055,344963.3082,277.00
WAYPOINT,21025,10.54522008,-4.41905251,1166046.894,344729.5603,284.00
WAYPOINT,21026,10.54561897,-4.41891412,1166090.943,344744.9056,289.00
WAYPOINT,21027,10.54941924,-4.42596607,1166514.758,343975.0595,295.00
WAYPOINT,21028,10.54906787,-4.42719175,1166476.508,343840.746,296.00
WAYPOINT,21029,10.54251147,-4.43116193,1165753.357,343402.9397,286.00
WAYPOINT,21030,10.54231944,-4.43135002,1165732.213,343382.2579,285.00
WAYPOINT,21031,10.55087392,-4.42736358,1166676.342,343822.8525,293.00
WAYPOINT,21032,10.55283411,-4.43095179,1166894.932,343431.1582,293.00
WAYPOINT,21033,10.55391446,-4.42722989,1167012.557,343839.0176,296.00
WAYPOINT,21034,10.55371254,-4.42701397,1166990.117,343862.5453,297.00
WAYPOINT,21035,10.55357231,-4.42712369,1166974.663,343850.4671,295.00
WAYPOINT,21036,10.55372436,-4.42672178,1166991.279,343894.5276,294.00
WAYPOINT,21037,10.55389694,-4.42660276,1167010.307,343907.6398,299.00
WAYPOINT,21038,10.55413809,-4.42508731,1167036.222,344073.6071,296.00
WAYPOINT,21039,10.55575537,-4.42606581,1167215.58,343967.3391,293.00
WAYPOINT,21040,10.56355138,-4.42068899,1168075.134,344559.6749,308.00
WAYPOINT,21041,10.57135887,-4.42233251,1168939.456,344383.7516,310.00
WAYPOINT,21042,10.57212641,-4.42227334,1169024.316,344390.6133,313.00
WAYPOINT,21043,10.5764461,-4.42058036,1169501.228,344578.0502,315.00
WAYPOINT,21044,10.57539057,-4.41046952,1169379.469,345683.9336,322.00
WAYPOINT,21045,10.57981261,-4.40897704,1169867.804,345849.4614,324.00
WAYPOINT,21046,10.57741765,-4.40640254,1169601.653,346129.9864,317.00
WAYPOINT,21047,10.57623404,-4.40760224,1169471.339,345998.1158,318.00
WAYPOINT,21048,10.57211626,-4.41120638,1169017.698,345601.6632,318.00
WAYPOINT,21049,10.56947119,-4.40880337,1168723.969,345863.3034,315.00
WAYPOINT,21050,10.56872696,-4.40809275,1168641.308,345940.6957,315.00
WAYPOINT,21051,10.56830803,-4.40717032,1168594.52,346041.429,314.00
WAYPOINT,21052,10.5670929,-4.40643112,1168459.763,346121.7151,305.00
WAYPOINT,21053,10.57240728,-4.40254242,1169045.613,346549.8992,305.00
WAYPOINT,21054,10.57046964,-4.3921844,1168826.24,347682.4097,298.00
WAYPOINT,21055,10.56782565,-4.39445028,1168534.926,347433.1503,303.00
WAYPOINT,21056,10.56304973,-4.3894255,1168004.269,347980.6639,291.00
WAYPOINT,21057,10.54551579,-4.3934406,1166067.007,347532.6437,292.00
WAYPOINT,21058,10.53728543,-4.39284816,1165156.458,347593.4301,289.00
WAYPOINT,21059,10.537009,-4.39277038,1165125.847,347601.8065,293.00
WAYPOINT,21060,10.5449853,-4.40317903,1166013.097,346466.6226,284.00
WAYPOINT,21061,10.54522318,-4.40793467,1166041.743,345946.2889,288.00
WAYPOINT,21062,10.55419039,-4.39914105,1167029.185,346913.0865,298.00
WAYPOINT,21063,10.55590097,-4.39841928,1167218.019,346992.9196,294.00
WAYPOINT,21064,10.55058047,-4.40066261,1166630.679,346744.7862,288.00
WAYPOINT,21065,10.55524517,-4.40492691,1167148.681,346280.4322,296.00
WAYPOINT,21066,10.53168448,-4.4038158,1164542.36,346390.3419,287.00
WAYPOINT,21067,10.53031831,-4.40390171,1164391.306,346380.2629,289.00
WAYPOINT,21068,10.55256355,-4.41293866,1166856.047,345402.3231,299.00
WAYPOINT,21069,10.55822183,-4.41871019,1167484.707,344773.5453,300.00
WAYPOINT,21070,10.55923839,-4.41845974,1167597.013,344801.4633,309.00
WAYPOINT,21071,10.5592176,-4.41964586,1167595.303,344671.6505,313.00
WAYPOINT,21072,10.5589861,-4.4176239,1167568.695,344892.8065,308.00
WAYPOINT,21073,10.55916832,-4.41648463,1167588.283,345017.5732,302.00
WAYPOINT,21074,10.55842518,-4.40702548,1167501.418,346052.3572,299.00
WAYPOINT,21075,10.55679364,-4.40702699,1167320.973,346051.3799,295.00
WAYPOINT,21076,10.55682692,-4.40705851,1167324.669,346047.9471,295.00
WAYPOINT,21077,10.55734525,-4.40369854,1167380.343,346415.9018,298.00
WAYPOINT,21078,10.5572875,-4.40325513,1167373.738,346464.3974,296.00
WAYPOINT,21079,10.55871293,-4.40292807,1167531.228,346500.8965,302.00
WAYPOINT,21080,10.55767617,-4.4048218,1167417.494,346293.1429,295.00
WAYPOINT,21081,10.55854202,-4.40589669,1167513.785,346175.9436,302.00
WAYPOINT,21082,10.5597087,-4.40678509,1167643.255,346079.303,302.00
WAYPOINT,21083,10.5602324,-4.40576266,1167700.672,346191.4518,300.00
WAYPOINT,21084,10.56142498,-4.40528439,1167832.335,346244.3836,305.00
WAYPOINT,21085,10.56225495,-4.40402032,1167923.506,346383.127,307.00
WAYPOINT,28001,10.42777788,-4.57907234,1153140.923,327151.3202,299.00
WAYPOINT,28002,10.42535434,-4.57721324,1152871.85,327353.534,297.00
WAYPOINT,28003,10.42462972,-4.5779091,1152792.083,327276.9454,301.00
WAYPOINT,28004,10.42479074,-4.5778216,1152809.845,327286.6145,301.00
WAYPOINT,28005,10.42509039,-4.57815721,1152843.171,327250.0341,299.00
WAYPOINT,28006,10.42489132,-4.57829266,1152821.226,327235.094,300.00
WAYPOINT,28007,10.42600343,-4.57837807,1152944.279,327226.3558,297.00
WAYPOINT,28008,10.42587376,-4.57825729,1152929.871,327239.5084,296.00
WAYPOINT,28009,10.42577201,-4.57810231,1152918.532,327256.4209,297.00
WAYPOINT,28010,10.42573848,-4.57839668,1152914.984,327224.1721,300.00
WAYPOINT,28011,10.42481211,-4.57903555,1152812.871,327153.7118,298.00
WAYPOINT,28012,10.4246609,-4.57909556,1152796.179,327147.0579,305.00
WAYPOINT,28013,10.42440936,-4.5791627,1152768.394,327139.568,304.00
WAYPOINT,28014,10.42402589,-4.57887336,1152725.822,327171.0362,307.00
WAYPOINT,28015,10.42410149,-4.57972035,1152734.646,327078.3413,306.00
WAYPOINT,28016,10.42385406,-4.58000047,1152707.432,327047.5345,305.00
WAYPOINT,28017,10.42320656,-4.58108593,1152636.408,326928.3302,306.00
WAYPOINT,28018,10.42377627,-4.5806577,1152699.187,326975.5317,305.00
WAYPOINT,28019,10.42434054,-4.58066549,1152761.603,326974.9904,306.00
WAYPOINT,28020,10.42428556,-4.58008513,1152755.205,327038.5033,303.00
WAYPOINT,28021,10.42414047,-4.58004909,1152739.137,327042.3693,308.00
WAYPOINT,28022,10.4243558,-4.57999301,1152762.923,327048.6283,307.00
WAYPOINT,28023,10.42471882,-4.57992721,1152803.04,327056.0331,302.00
WAYPOINT,28024,10.4247464,-4.57975036,1152805.993,327075.4115,301.00
WAYPOINT,28025,10.42484111,-4.57959521,1152816.384,327092.451,301.00
WAYPOINT,28026,10.42504035,-4.57961122,1152838.43,327090.8081,302.00
WAYPOINT,28027,10.42502375,-4.57934341,1152836.448,327120.1212,301.00
WAYPOINT,28028,10.42518795,-4.57939136,1152854.635,327114.9618,300.00
WAYPOINT,28029,10.42541385,-4.57959831,1152879.734,327092.4277,298.00
WAYPOINT,2803,10.42568173,-4.58027783,1152909.735,327018.1756,300.00
WAYPOINT,28030,10.42538191,-4.5797434,1152876.281,327076.5243,304.00
WAYPOINT,28031,10.42513289,-4.57994507,1152848.848,327054.3062,302.00
WAYPOINT,28032,10.42586681,-4.57939555,1152929.724,327114.8777,299.00
WAYPOINT,28033,10.42603402,-4.57937954,1152948.209,327116.7229,299.00
WAYPOINT,28034,10.42675084,-4.57938549,1153027.497,327116.4671,295.00
WAYPOINT,28035,10.42691412,-4.57997843,1153045.881,327051.637,299.00
WAYPOINT,28036,10.42630878,-4.58020122,1152979.048,327026.9098,297.00
WAYPOINT,28037,10.42583537,-4.58005889,1152926.609,327042.232,302.00
WAYPOINT,28038,10.42568014,-4.58028395,1152909.562,327017.5047,299.00
WAYPOINT,28039,10.42540823,-4.5806691,1152879.698,326975.1848,301.00
WAYPOINT,28040,10.42568416,-4.58072266,1152910.247,326969.4729,304.00
WAYPOINT,28041,10.4249821,-4.58136169,1152832.944,326899.1182,302.00
WAYPOINT,28042,10.42528535,-4.58225428,1152866.974,326801.5568,296.00
WAYPOINT,28043,10.4251986,-4.58267463,1152857.609,326755.485,302.00
WAYPOINT,28044,10.42539968,-4.58262786,1152879.824,326760.717,301.00
