univill,lat,longitude,y_proj,x_proj,altitude
16,10.63699341,-4.43134594,1176203.197,343430.7627,288
16,10.63689041,-4.429772377,1176190.973,343602.8843,288
16,10.63827896,-4.431147575,1176345.24,343453.1432,285
16,10.63808727,-4.429760456,1176323.376,343604.7963,286
16,10.63906479,-4.430550575,1176431.886,343518.837,282
16,10.63900852,-4.432833672,1176426.726,343269.0621,278
16,10.63802528,-4.431886196,1176317.588,343372.2224,280
16,10.63833237,-4.431118488,1176351.139,343456.3619,287
16,10.63776875,-4.427406311,1176286.934,343862.2303,285
16,10.63715458,-4.430302143,1176220.441,343545.0713,289
16,10.63791084,-4.428735733,1176303.308,343716.8056,288
16,10.63753319,-4.430986404,1176262.642,343470.4056,285
16,10.63774776,-4.431201935,1176286.492,343446.9018,283
16,10.63767529,-4.427274227,1176276.522,343876.6168,286
16,10.63835907,-4.431729794,1176354.424,343389.505,281
16,10.63798428,-4.430954456,1176312.566,343474.1392,285
16,10.63727665,-4.430875301,1176234.238,343482.4169,286
16,10.63751221,-4.429697037,1176259.647,343611.4272,286
16,10.63870335,-4.430607319,1176391.913,343512.4711,282
16,10.63765526,-4.428862095,1176275.115,343702.8651,289
16,10.63898754,-4.43285799,1176424.513,343266.356,277
16,10.63641548,-4.429445267,1176138.309,343638.4624,285
16,10.63695431,-4.430380344,1176198.334,343536.3851,287
16,10.63727951,-4.430678844,1176234.499,343503.9324,286
16,10.63813972,-4.431905746,1176330.196,343370.1164,284
16,10.63782787,-4.430940628,1176295.224,343475.5909,285
16,10.63762188,-4.429752827,1176271.81,343605.3935,289
16,10.63679218,-4.430651188,1176180.523,343506.6825,287
16,10.61517143,-4.46392107,1173806.241,339855.4377,291
16,10.63790703,-4.431774139,1176304.423,343384.4045,281
16,10.6377573,-4.43178606,1176287.891,343383.0263,283
16,10.63751984,-4.431488037,1176261.403,343415.5234,282
16,10.63877678,-4.431309223,1176400.332,343435.7343,282
16,10.63796806,-4.432280064,1176311.391,343329.0832,282
16,10.63728809,-4.430011272,1176235.1,343576.9792,290
16,10.63723946,-4.430206776,1176229.784,343555.5323,287
16,10.63755322,-4.431365013,1176265.05,343428.9659,285
16,10.63762856,-4.429750443,1176272.56,343605.6442,285
16,10.63760567,-4.431747437,1176271.074,343387.1489,281
16,10.63817787,-4.430888176,1176333.92,343481.4554,286
16,10.63730049,-4.431304455,1176237.096,343435.477,281
16,10.63749695,-4.430243492,1176258.309,343551.6375,287
16,10.63775539,-4.431655407,1176287.63,343397.3402,284
16,10.63830853,-4.431423187,1176348.605,343423.0056,283
16,10.643466,-4.429306507,1176918.019,343657.1946,285
16,10.63798523,-4.429129601,1176311.776,343673.7615,286
16,10.63716793,-4.43025589,1176221.865,343550.1402,289
16,10.63739681,-4.428658962,1176246.377,343724.9801,286
16,10.6381855,-4.431840897,1176335.281,343377.2198,280
16,10.63769245,-4.429625034,1176279.625,343619.4142,286
16,10.63784409,-4.429999352,1176296.538,343578.5555,279
16,10.63789463,-4.430200577,1176302.266,343556.5808,282
16,10.63737774,-4.428663731,1176244.284,343724.4573,288
16,10.63646221,-4.431705475,1176144.623,343391.187,289
16,10.64836693,-4.433392525,1177462.05,343212.6797,286
16,10.6371727,-4.431912422,1176223.219,343368.9073,283
16,10.63734245,-4.430091381,1176241.101,343568.2399,284
16,10.63764572,-4.428628922,1176273.895,343728.3716,288
16,10.63805676,-4.429121971,1176319.652,343674.6227,288
16,10.63835621,-4.430721283,1176353.553,343499.8041,278
16,10.63827515,-4.430094719,1176344.301,343568.3577,284
16,10.63828564,-4.429868221,1176345.327,343593.1316,287
16,10.63792896,-4.431292057,1176306.599,343437.1641,286
16,10.63738441,-4.429243088,1176245.309,343661.0658,287
16,10.63783169,-4.430214405,1176295.237,343555.0178,290
16,10.63734913,-4.428155422,1176240.867,343780.0238,286
16,10.63780594,-4.432409763,1176293.508,343314.8223,282
16,10.63772297,-4.429590702,1176282.918,343623.1712,292
16,10.63774204,-4.430707932,1176285.65,343500.968,288
16,10.63761044,-4.43047905,1176270.952,343525.9627,285
16,10.63822842,-4.429812908,1176338.921,343599.1644,288
16,10.63902187,-4.431857109,1176427.762,343375.9135,279
16,10.63715172,-4.430153847,1176220.089,343561.3017,284
16,10.63804817,-4.431912422,1176320.057,343369.3629,281
16,10.63707066,-4.431129932,1176211.598,343454.4798,284
16,10.63797569,-4.432195187,1176312.247,343338.3771,283
16,10.63768005,-4.429795265,1176278.255,343600.8017,287
16,10.63728809,-4.432200432,1176236.158,343337.4296,303
16,10.63663292,-4.429843903,1176162.484,343594.9488,288
16,10.63753986,-4.431169987,1176263.542,343450.3178,283
16,10.63797092,-4.431036472,1176311.087,343465.1542,285
16,10.63719845,-4.432220459,1176226.277,343335.1915,281
16,10.63853359,-4.430517197,1176373.066,343522.2617,281
16,10.63732815,-4.429861546,1176239.456,343593.3505,287
16,10.63843918,-4.430952549,1176362.894,343474.555,284
16,10.6371479,-4.430279255,1176219.67,343547.5623,289
16,10.63770294,-4.429528713,1176280.744,343629.9566,289
16,10.63852501,-4.430182934,1176371.916,343558.7913,283
16,10.6380806,-4.42861414,1176321.973,343730.234,281
16,10.63718796,-4.431630135,1176224.773,343399.7734,281
16,10.6383009,-4.430260181,1176347.156,343550.2221,286
16,10.63645172,-4.429326534,1176142.226,343651.4565,278
16,10.63781261,-4.430850506,1176293.518,343485.396,286
16,10.63801289,-4.429316521,1176314.846,343653.3609,288
16,10.63667202,-4.429991722,1176166.887,343578.7831,284
16,10.63712502,-4.430878639,1176217.413,343481.9914,289
16,10.63786793,-4.431406975,1176299.936,343424.5414,289
16,10.63814926,-4.428891659,1176329.706,343699.8977,283
16,10.63755703,-4.431903839,1176265.785,343370.0577,280
16,10.63709545,-4.431545258,1176214.552,343409.025,282
16,10.63778877,-4.432490349,1176291.667,343305.9648,283
16,10.63728333,-4.429940224,1176234.535,343584.7075,284
16,10.63701248,-4.430719852,1176204.948,343499.2929,285
16,10.63711262,-4.431396484,1176216.339,343425.2937,282
16,10.63785744,-4.432053089,1176299.113,343353.869,285
16,10.63824463,-4.431253433,1176341.446,343441.5524,287
16,10.63759136,-4.429540634,1176268.412,343628.5978,286
16,10.63761139,-4.431332111,1176271.457,343432.618,283
16,10.63782787,-4.430940151,1176295.224,343475.5909,285
16,10.63809681,-4.431645393,1176325.365,343398.569,276
16,10.63874626,-4.430977821,1176396.827,343471.9511,278
16,10.63863945,-4.430099487,1176384.536,343567.9742,284
16,10.63713074,-4.431922436,1176218.617,343367.7766,284
16,10.63809013,-4.431019306,1176324.261,343467.1045,283
16,10.6381197,-4.431848049,1176328.007,343376.4521,279
16,10.6368885,-4.431152344,1176191.465,343451.9384,287
16,10.63807392,-4.431823254,1176322.877,343379.1067,283
16,10.63660049,-4.42944622,1176158.779,343638.4276,282
16,10.63714123,-4.431006432,1176219.276,343468.0142,284
16,10.63730526,-4.429549217,1176236.749,343627.5252,289
16,10.63677502,-4.430937767,1176178.786,343475.3472,282
16,10.6374073,-4.429264545,1176247.906,343658.7025,283
16,10.63706207,-4.427839756,1176208.929,343814.4414,289
16,10.63731194,-4.430678844,1176238.06,343503.9401,286
16,10.63803864,-4.429897785,1176318.059,343589.7412,284
16,10.63841248,-4.429864883,1176359.352,343593.5452,286
16,10.63716888,-4.429539204,1176221.661,343628.5389,287
16,10.63685608,-4.431247711,1176187.916,343441.4767,288
16,10.63722801,-4.431144238,1176229.024,343452.9552,286
16,10.63794994,-4.429717541,1176308.16,343609.4308,286
16,10.63849258,-4.431186676,1176368.881,343448.9875,283
16,10.63830948,-4.430484772,1176348.28,343525.6868,287
16,10.63826561,-4.430326939,1176343.324,343542.9134,290
16,10.63864136,-4.430345535,1176384.893,343541.07,285
16,10.63710308,-4.430045128,1176214.583,343573.1429,283
16,10.63720512,-4.430267811,1176226.005,343548.8387,286
16,10.63749313,-4.429295063,1176257.386,343655.3983,280
16,10.63735008,-4.429265976,1176241.528,343658.5079,288
16,10.63826561,-4.430780411,1176343.608,343493.2932,284
16,10.63644505,-4.43175745,1176142.655,343385.5017,285
16,10.63827038,-4.429919243,1176343.656,343587.5298,284
16,10.63840771,-4.430619717,1176359.231,343510.9539,280
16,10.63865757,-4.430992603,1176387.073,343470.3011,278
16,10.63792229,-4.42936039,1176304.874,343648.5098,283
16,10.63668537,-4.431990623,1176169.361,343360.0931,287
16,10.63739872,-4.43008709,1176247.319,343568.7357,279
16,10.63811398,-4.429742336,1176326.259,343606.8096,283
16,10.63794994,-4.431053162,1176308.787,343463.3187,286
16,10.6369791,-4.429688454,1176200.702,343612.0998,290
16,10.63828945,-4.431065559,1176346.32,343462.1252,287
16,10.63695335,-4.430734634,1176198.429,343497.6305,287
16,10.63818073,-4.430341244,1176333.987,343541.3124,282
16,10.63742542,-4.431001186,1176250.719,343468.7095,286
16,10.63709164,-4.429826736,1176213.258,343597.0351,288
16,10.63650799,-4.431932926,1176149.762,343366.2937,288
16,10.63725567,-4.430334091,1176231.592,343541.6106,288
16,10.63658237,-4.42962122,1176156.782,343619.2892,289
16,10.63807964,-4.428776264,1176322.017,343712.499,285
16,10.63822079,-4.431120396,1176338.765,343456.1024,284
16,10.63674641,-4.428995132,1176174.646,343687.8663,292
16,10.63816261,-4.429865837,1176331.661,343593.3345,285
16,10.63743591,-4.432363033,1176252.583,343319.7231,284
16,10.63762856,-4.430054188,1176272.731,343572.4294,285
16,10.63676643,-4.429546833,1176177.084,343627.5173,285
16,10.6379137,-4.430636406,1176304.591,343508.8595,283
16,10.63862228,-4.431080341,1176383.14,343460.6637,282
16,10.63806725,-4.429860115,1176321.137,343593.8921,285
16,10.63757706,-4.428734779,1176266.383,343716.7724,292
16,10.63661194,-4.429441452,1176160.019,343638.9662,289
16,10.63889408,-4.432008743,1176413.711,343359.2316,277
16,10.63724422,-4.429614067,1176230.042,343620.4057,286
16,10.63848495,-4.431115627,1176368.01,343456.7603,288
16,10.64613438,-4.430809975,1177213.873,343494.1073,288
16,10.63685989,-4.430042744,1176187.743,343573.3124,288
16,10.63799572,-4.431485653,1176314.123,343415.9964,287
16,10.63803673,-4.429986954,1176317.808,343579.9916,283
16,10.63602638,-4.431731701,1176096.365,343388.0847,289
16,10.63769531,-4.431307316,1176280.789,343435.3842,284
16,10.63883686,-4.432003021,1176407.393,343359.8534,280
16,10.63831234,-4.429743767,1176348.212,343606.7729,282
16,10.63764286,-4.431372166,1176274.954,343428.2599,283
16,10.63755131,-4.431781292,1176265.065,343383.4341,284
16,10.63648891,-4.42980051,1176146.601,343599.5989,287
16,10.63657856,-4.429483414,1176156.323,343634.3452,287
16,10.64325428,-4.430285454,1176895.087,343550.0065,283
16,10.63657665,-4.429679871,1176156.181,343612.8575,292
16,10.63676929,-4.430002213,1176177.73,343577.705,294
16,10.63816071,-4.430574417,1176331.889,343515.7895,281
16,10.63837242,-4.431166172,1176355.53,343451.1819,285
16,10.63768005,-4.429022789,1176277.895,343685.3254,285
16,10.63837814,-4.430213451,1176355.736,343555.406,287
16,10.63758564,-4.428491592,1176267.198,343743.3714,283
16,10.63863468,-4.429849148,1176383.91,343595.3827,284
16,10.63794136,-4.430989265,1176307.782,343470.2845,289
16,10.63645935,-4.429450989,1176143.152,343637.8425,285
16,10.63802814,-4.429892063,1176316.804,343590.3688,282
16,10.63905716,-4.43064642,1176430.998,343508.369,280
16,10.63828659,-4.430003643,1176345.478,343578.2767,287
16,10.63821507,-4.431052208,1176338.128,343463.5645,283
16,10.63871384,-4.430812359,1176393.129,343490.0555,283
16,10.63815689,-4.428956032,1176330.665,343692.8682,281
17,10.62028313,-4.400430679,1174339.548,346804.7973,321
17,10.63154697,-4.399310112,1175584.791,346933.0136,295
17,10.61957645,-4.40672636,1174264.52,346115.6049,319
17,10.63162899,-4.414138794,1175601.218,345310.6571,295
17,10.63520813,-4.39321804,1175986.682,347601.3296,300
17,10.62237549,-4.399156094,1174570.325,346945.2901,319
17,10.61826515,-4.408257484,1174120.216,345947.4427,321
17,10.63154793,-4.413995266,1175592.191,345326.3077,295
17,10.6341095,-4.392642498,1175864.876,347663.7564,300
17,10.62121296,-4.400775433,1174442.572,346767.5138,319
17,10.62868977,-4.397623062,1175267.983,347116.1833,304
17,10.62169838,-4.391770363,1174491.83,347753.0052,304
17,10.62922478,-4.413966656,1175335.269,345328.2647,298
17,10.61926746,-4.407989025,1174231.021,345977.3007,317
17,10.63122177,-4.413697243,1175555.981,345358.7811,295
17,10.63515282,-4.393253803,1175980.564,347597.3951,299
17,10.62306881,-4.400996208,1174647.971,346744.3019,317
17,10.62336826,-4.392506123,1174676.9,347673.3326,301
17,10.63184261,-4.402612686,1175619.072,346571.8446,297
17,10.61568165,-4.402164459,1173831.521,346612.7851,328
17,10.63061428,-4.41397953,1175488.958,345327.5608,297
17,10.62151909,-4.387737274,1174470.055,348194.203,312
17,10.62417793,-4.406728268,1174773.46,346117.6887,311
17,10.62411022,-4.392758846,1174759.057,347646.096,300
18,10.58900452,-4.399924278,1170879.996,346844.6588,328
18,10.59406948,-4.401138306,1171440.757,346714.3146,309
18,10.59182644,-4.41499567,1171199.48,345196.8824,292
18,10.5911293,-4.399343967,1171114.646,346909.2095,334
18,10.59757519,-4.394589901,1171825.261,347432.6078,308
18,10.60937214,-4.386653423,1173126.103,348306.7897,287
18,10.59613991,-4.408455372,1171673.334,345914.6877,302
18,10.6020298,-4.394688129,1172317.959,347424.0648,298
18,10.60193348,-4.380233765,1172300.251,349005.5347,290
18,10.59879112,-4.408977509,1171966.794,345858.9215,305
18,10.59932899,-4.394128799,1172018.997,347483.901,302
18,10.60918331,-4.386480808,1173105.133,348325.5894,286
18,10.59488583,-4.40790081,1171534.339,345974.7402,312
18,10.59223557,-4.410905361,1171242.7,345644.6662,300
18,10.60152149,-4.393923759,1172261.416,347507.4471,299
18,10.60022831,-4.391392708,1172117.091,347783.7082,298
18,10.59746838,-4.408862591,1171820.415,345870.7871,306
18,10.6100111,-4.38315773,1173195.04,348689.6202,293
18,10.60026073,-4.377448082,1172113.942,349309.5428,293
18,10.58879852,-4.410308361,1170862.257,345708.2669,303
18,10.60134315,-4.391708374,1172240.511,347749.7561,296
18,10.60142612,-4.391590595,1172249.677,347762.6835,295
18,10.59408665,-4.403855324,1171443.987,346416.999,321
18,10.5991478,-4.378018379,1171991.073,349246.5771,297
18,10.59563923,-4.406137943,1171616.855,346168.0043,323
18,10.59881783,-4.404909134,1171967.721,346304.0712,309
18,10.59457016,-4.405983925,1171498.527,346184.3456,316
18,10.5949831,-4.403777599,1171543.029,346425.9475,305
18,10.59719181,-4.410381317,1171790.668,345704.5072,302
18,10.59959602,-4.403260708,1172053.057,346484.8258,309
18,10.59226608,-4.401643276,1171241.546,346658.1684,326
18,10.60238171,-4.400266647,1172359.661,346813.8423,302
18,10.59117413,-4.409477234,1171124.631,345800.384,305
18,10.60919666,-4.386703968,1173106.689,348301.1645,286
18,10.60190392,-4.400242329,1172306.781,346816.2547,302
18,10.59033394,-4.409819603,1171031.829,345762.5245,305
18,10.60266495,-4.380583286,1172381.303,348967.6497,287
18,10.60926819,-4.386581421,1173114.592,348314.6077,286
18,10.60142422,-4.400615215,1172253.902,346775.1941,304
18,10.59586525,-4.409506321,1171643.504,345799.5578,303
18,10.59650517,-4.409164429,1171714.048,345837.2975,303
18,10.59642982,-4.406100273,1171704.264,346172.5438,307
18,10.59080029,-4.402432442,1171079.807,346571.06,325
18,10.59599972,-4.409313202,1171658.259,345820.7564,304
18,10.58625126,-4.420768261,1170585.737,344562.4527,298
19,10.585639,-4.350327969,1170483.751,352269.9538,312
19,10.58196259,-4.388920307,1170095.781,348045.2522,315
19,10.57174683,-4.383953094,1168963.523,348583.7961,305
19,10.58013248,-4.358102322,1169878.502,351416.6296,300
19,10.58164024,-4.388698101,1170059.955,348069.4172,315
19,10.58217525,-4.358012199,1170104.371,351427.4732,305
19,10.57893276,-4.377043247,1169754.884,349343.4015,320
19,10.57971382,-4.378686428,1169842.039,349164.0121,316
19,10.57450867,-4.377388477,1169265.752,349303.4989,319
19,10.58173656,-4.376944542,1170064.988,349355.5926,319
19,10.62002563,-4.360202312,1174291.571,351206.091,347
19,10.61606312,-4.364754677,1173855.535,350706.0721,345
19,10.58232212,-4.357661247,1170120.408,351465.9274,303
19,10.58656216,-4.37017107,1170595.333,350099.105,329
19,10.58250618,-4.385582924,1170154.238,348410.726,315
19,10.57534027,-4.37785244,1169357.946,349253.1372,317
19,10.57094574,-4.382257462,1168874.107,348768.9288,310
19,10.60151291,-4.37757206,1172252.451,349296.5722,314
19,10.58039665,-4.388687611,1169922.491,348069.9696,311
19,10.58212185,-4.355741024,1170097.394,351675.9563,299
19,10.61658096,-4.364856243,1173912.856,350695.2357,345
19,10.58025074,-4.379238605,1169901.672,349103.8312,314
19,10.57393265,-4.362048626,1169194.738,350981.8175,297
19,10.59873676,-4.379443645,1171946.32,349090.4446,319
19,10.58107471,-4.385138988,1169995.761,348458.5969,310
19,10.57952881,-4.378426552,1169821.482,349192.3637,316
19,10.59412861,-4.357738495,1171426.287,351463.1583,330
19,10.58001423,-4.347210884,1169860.227,352608.3334,294
19,10.61647034,-4.364838123,1173900.582,350697.1622,345
19,10.57325268,-4.359857559,1169118.457,351221.2284,290
19,10.57904148,-4.357331276,1169757.475,351500.4402,298
19,10.57413101,-4.379396439,1169224.988,349083.5879,314
19,10.5739193,-4.379562855,1169201.633,349065.2416,314
19,10.60192108,-4.380096912,1172298.839,349020.5518,314
19,10.58652973,-4.38092947,1170596.93,348921.8633,311
19,10.61069679,-4.367037773,1173263.083,350453.7054,331
19,10.58003521,-4.347038269,1169862.528,352627.2281,294
19,10.57670212,-4.377430916,1169508.429,349299.929,318
19,10.58199215,-4.375534534,1170092.526,349510.0243,322
19,10.6172514,-4.364831924,1173986.949,350698.2383,345
19,10.57784176,-4.355836391,1169624.062,351663.4437,294
19,10.57409,-4.361567974,1169211.9,351034.4587,296
19,10.58207703,-4.357180119,1170093.063,351518.4651,302
19,10.58246613,-4.357645035,1170136.344,351467.7859,303
19,10.57403183,-4.36133337,1169205.298,351060.1019,297
19,10.61712646,-4.364988804,1173973.221,350680.9738,345
20,10.55237007,-4.387760162,1166822.315,348157.6599,288
20,10.55318451,-4.388402462,1166912.705,348087.7595,290
20,10.56320667,-4.356384277,1168005.765,351596.502,309
20,10.56205177,-4.356434822,1167878.047,351590.3896,309
20,10.55487251,-4.378606796,1167094.638,349160.5729,296
20,10.54334927,-4.382530212,1165822.087,348725.5959,282
20,10.53900528,-4.366180897,1165333.809,350512.7386,282
20,10.5430584,-4.377730846,1165787.613,349250.7017,283
20,10.54346561,-4.374359608,1165831.008,349619.8464,282
20,10.56458855,-4.383257866,1168171.466,348656.3633,291
20,10.54923248,-4.372888565,1166468.087,349783.6307,289
20,10.56233406,-4.357503891,1167909.73,351473.5501,306
20,10.56082535,-4.354670048,1167741.569,351782.926,314
20,10.55277061,-4.372775078,1166859.325,349797.749,296
20,10.55469418,-4.374012947,1167072.753,349663.2027,301
20,10.54372692,-4.379994869,1165862.607,349003.2643,284
20,10.54745007,-4.371950626,1166270.498,349885.4096,285
20,10.55673027,-4.362016201,1167292.199,350977.036,304
20,10.56193161,-4.356180668,1167864.67,351618.1428,310
20,10.54053307,-4.367092133,1165503.238,350413.7738,284
20,10.56382847,-4.378472805,1168085.108,349179.6259,299
20,10.56038857,-4.35837841,1167695.024,351376.9005,310
20,10.55785847,-4.372244358,1167421.796,349858.291,289
20,10.56695366,-4.35556221,1168419.766,351688.2166,303
20,10.56371975,-4.364796638,1168066.478,350676.1755,283
20,10.55830574,-4.379114151,1167474.625,349106.7351,300
20,10.56204891,-4.35542202,1167877.269,351701.2361,311
20,10.54241943,-4.367852688,1165712.226,350331.4493,283
20,10.56209183,-4.35547924,1167881.968,351694.9554,312
20,10.55586052,-4.377800465,1167203.478,349249.3041,298
20,10.55772591,-4.378046989,1167409.998,349223.2372,299
20,10.5520668,-4.362018108,1166776.412,350974.5884,308
20,10.55276012,-4.362178326,1166853.134,350957.3929,306
20,10.559515,-4.359755993,1167599.048,351225.7131,308
20,10.54857826,-4.372843742,1166395.767,349788.202,288
20,10.56047249,-4.358521461,1167704.399,351361.2659,309
20,10.54601097,-4.381419182,1166115.971,348848.4649,288
20,10.56022072,-4.358410835,1167676.416,351373.2608,309
20,10.55619431,-4.378396034,1167240.689,349184.2771,298
20,10.55572701,-4.378564358,1167189.153,349165.6581,296
20,10.54464245,-4.382751942,1165965.196,348701.9738,284
20,10.54987431,-4.381081581,1166543.014,348887.2997,295
20,10.56862068,-4.355358124,1168603.995,351711.3881,303
20,10.55607033,-4.378400326,1167227.017,349183.7856,297
20,10.56411362,-4.378069878,1168116.46,349223.8383,301
20,10.54918575,-4.382640839,1166467.678,348716.3394,291
20,10.56061935,-4.356328011,1167719.607,351601.4058,311
20,10.5578289,-4.37811327,1167421.404,349216.0407,300
20,10.54988861,-4.382856369,1166545.448,348693.109,290
21,10.50838566,-4.354580402,1161941.877,351767.6676,301
21,10.52585793,-4.365423679,1163879.358,350589.2826,295
21,10.50899792,-4.370940685,1162017.364,349977.3191,337
21,10.535326,-4.369571209,1164928.555,350139.9263,283
21,10.50536346,-4.353738785,1161607.202,351858.3333,316
21,10.50670528,-4.35932827,1161758.304,351247.1853,327
21,10.52250004,-4.366377831,1163508.508,350483.2336,298
21,10.50895023,-4.369845867,1162011.529,350097.1449,334
21,10.53281307,-4.365272999,1164648.556,350609.1087,291
21,10.53152084,-4.364280701,1164505.175,350717.1072,287
21,10.53652096,-4.372824669,1165062.277,349784.4463,285
21,10.50441647,-4.350982189,1161501.236,352159.5717,306
21,10.50542545,-4.353160858,1161613.845,351921.6277,310
21,10.52598476,-4.376047134,1163898.484,349426.6393,310
21,10.5298872,-4.376734257,1164330.469,349353.3761,300
21,10.52616596,-4.365531445,1163913.514,350577.6517,296
22,10.5423193,-4.431350231,1165732.213,343382.2579,285
22,10.53031826,-4.403901577,1164391.306,346380.2629,289
22,10.53168488,-4.403815746,1164542.36,346390.3419,287
22,10.52264118,-4.408602238,1163544.542,345861.989,294
22,10.5552454,-4.404926777,1167148.681,346280.4322,296
22,10.5490675,-4.427191734,1166476.508,343840.746,296
22,10.55419064,-4.399140835,1167029.185,346913.0865,298
22,10.55871296,-4.402927876,1167531.228,346500.8965,302
22,10.55923843,-4.418459892,1167597.013,344801.4633,309
22,10.55767632,-4.404821873,1167417.494,346293.1429,295
22,10.52606964,-4.381288052,1163910.388,348853.0965,303
22,10.54522038,-4.419052601,1166046.894,344729.5603,284
22,10.55283451,-4.430951595,1166894.932,343431.1582,293
22,10.54522324,-4.407934666,1166041.743,345946.2889,288
22,10.53047562,-4.416849136,1164415.055,344963.3082,277
22,10.579813,-4.408977032,1169867.804,345849.4614,324
22,10.57539082,-4.410469532,1169379.469,345683.9336,322
22,10.51261616,-4.39842844,1162430.842,346970.5537,296
22,10.5670929,-4.406431198,1168459.763,346121.7151,305
22,10.52514648,-4.387336731,1163811.199,348190.682,314
22,10.5494194,-4.425966263,1166514.758,343975.0595,295
22,10.54251194,-4.43116188,1165753.357,343402.9397,286
22,10.56225491,-4.404020309,1167923.506,346383.127,307
22,10.52524662,-4.399399757,1163828.143,346870.4569,299
22,10.56872654,-4.408092976,1168641.308,345940.6957,315
22,10.55728722,-4.403254986,1167373.738,346464.3974,296
22,10.5721159,-4.411206245,1169017.698,345601.6632,318
22,10.54561901,-4.418914318,1166090.943,344744.9056,289
22,10.51362514,-4.397491455,1162541.906,347073.6244,294
22,10.53009892,-4.415468693,1164372.748,345114.2171,278
22,10.57644653,-4.420580387,1169501.228,344578.0502,315
22,10.55058002,-4.400662422,1166630.679,346744.7862,288
22,10.56355095,-4.420689106,1168075.134,344559.6749,308
22,10.52166939,-4.399084091,1163432.4,346903.2399,299
22,10.55575562,-4.426065922,1167215.58,343967.3391,293
22,10.5262146,-4.379894733,1163925.772,349005.6595,303
22,10.52690506,-4.415016651,1164019.299,345162.1147,275
22,10.55590057,-4.39841938,1167218.019,346992.9196,294
22,10.52689075,-4.406247616,1164013.396,346121.8046,295
22,10.53700924,-4.39277029,1165125.847,347601.8065,293
22,10.5269537,-4.38045454,1164007.842,348944.7494,306
22,10.55391407,-4.427229881,1167012.557,343839.0176,296
22,10.5372858,-4.392848015,1165156.458,347593.4301,289
22,10.54551601,-4.393440723,1166067.007,347532.6437,292
22,10.5597086,-4.406785011,1167643.255,346079.303,302
22,10.55854225,-4.405896664,1167513.785,346175.9436,302
22,10.5133028,-4.39846611,1162506.765,346966.7546,296
22,10.55357265,-4.427123547,1166974.663,343850.4671,295
22,10.57741737,-4.406402588,1169601.653,346129.9864,317
22,10.56830788,-4.407170296,1168594.52,346041.429,314
22,10.55842495,-4.407025337,1167501.418,346052.3572,299
22,10.55372429,-4.426721573,1166991.279,343894.5276,294
22,10.55916786,-4.416484833,1167588.283,345017.5732,302
22,10.52505493,-4.405009747,1163809.724,346256.3705,300
22,10.52470875,-4.408030033,1163772.921,345925.6356,288
22,10.57135868,-4.422332287,1168939.456,344383.7516,310
22,10.57212639,-4.422273159,1169024.316,344390.6133,313
22,10.55371284,-4.427013874,1166990.117,343862.5453,297
22,10.55898571,-4.417623997,1167568.695,344892.8065,308
22,10.52636719,-4.407698631,1163956.133,345962.7402,289
22,10.57046986,-4.392184258,1168826.24,347682.4097,298
22,10.55679321,-4.407026768,1167320.973,346051.3799,295
22,10.55682659,-4.407058716,1167324.669,346047.9471,295
22,10.52445602,-4.406391621,1163744.148,346104.8738,291
22,10.55734539,-4.403698444,1167380.343,346415.9018,298
22,10.56023216,-4.405762672,1167700.672,346191.4518,300
22,10.5538969,-4.42660284,1167010.307,343907.6398,299
22,10.52325726,-4.40948391,1163613.093,345765.8056,287
22,10.56142521,-4.405284405,1167832.335,346244.3836,305
22,10.52532005,-4.406320572,1163839.735,346113.0547,295
22,10.56782532,-4.394450188,1168534.926,347433.1503,303
22,10.55087376,-4.427363396,1166676.342,343822.8525,293
22,10.52556229,-4.414255142,1163870.349,345244.7404,280
22,10.57240772,-4.402542591,1169045.613,346549.8992,305
22,10.56304932,-4.389425278,1168004.269,347980.6639,291
22,10.50917816,-4.397946835,1162050.362,347021.5479,293
22,10.52646446,-4.389481544,1163958.003,347956.5483,311
22,10.56947136,-4.408803463,1168723.969,345863.3034,315
22,10.55413818,-4.425087452,1167036.222,344073.6071,296
22,10.54498577,-4.403179169,1166013.097,346466.6226,284
22,10.55822182,-4.418710232,1167484.707,344773.5453,300
22,10.55256367,-4.412938595,1166856.047,345402.3231,299
22,10.57623386,-4.40760231,1169471.339,345998.1158,318
23,10.57705402,-4.448913097,1169582.747,341477.9443,303
23,10.57956409,-4.451537609,1169861.685,341192.0422,305
23,10.52560139,-4.431714058,1163883.349,343333.9704,286
23,10.52530193,-4.458006382,1163863.484,340456.1833,278
23,10.56547546,-4.449103355,1168302.189,341451.1709,302
23,10.53737164,-4.444940567,1165191.775,341892.3895,296
23,10.53620243,-4.446176052,1165063.114,341756.5579,295
23,10.53626537,-4.446925163,1165070.492,341674.6157,295
23,10.58949757,-4.464644909,1170967.064,339762.8671,295
23,10.57705784,-4.466051579,1169591.924,339602.5034,294
23,10.55263615,-4.47719717,1166896.517,338370.0381,283
23,10.54037762,-4.449982166,1165526.827,341342.1095,294
23,10.57504082,-4.48142767,1169376.727,337918.8195,297
23,10.56082439,-4.44909811,1167787.825,341449.3722,305
23,10.58176517,-4.479810715,1170119.656,338099.2748,288
23,10.56095314,-4.446795464,1167800.888,341701.4235,305
23,10.58007336,-4.472697735,1169928.838,338876.7372,299
23,10.56203938,-4.465265274,1167930.45,339680.7098,307
23,10.52765179,-4.431252003,1164109.889,343385.5612,288
