Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
3_220322_L001.srt.dp	results/3_220322_L001/3_220322_L001.srt.dp.bam	21514345.0	20666379.0	1393586596.0	1389494990.0	37213.2278	61.0	40.4784	0.0229	4.5557	96.05860183054608
403_220322_L001.srt.dp	results/403_220322_L001/403_220322_L001.srt.dp.bam	22358662.0	21981663.0	2324507541.0	2315324344.0	69084.7968	119.0	42.6556	0.0263	7.599	98.31385706353984
404_220322_L001.srt.dp	results/404_220322_L001/404_220322_L001.srt.dp.bam	23769773.0	23319154.0	2384933944.0	2375149230.0	64292.6741	111.0	42.6454	0.0269	7.7965	98.10423515613716
406_220322_L001.srt.dp	results/406_220322_L001/406_220322_L001.srt.dp.bam	26006760.0	25223249.0	2280008934.0	2272952780.0	44809.4476	87.0	41.5066	0.0217	7.4535	96.98727946118625
407_220322_L001.srt.dp	results/407_220322_L001/407_220322_L001.srt.dp.bam	20527151.0	20051068.0	1680541589.0	1675834978.0	37414.3343	77.0	40.9965	0.02	5.4938	97.68071565313666
408_220322_L001.srt.dp	results/408_220322_L001/408_220322_L001.srt.dp.bam	24970323.0	24519880.0	2217756912.0	2211681680.0	44409.6307	87.0	41.4353	0.0198	7.25	98.19608661049358
409_220322_L001.srt.dp	results/409_220322_L001/409_220322_L001.srt.dp.bam	21089916.0	20842657.0	2339484320.0	2331411861.0	68706.8178	129.0	42.3511	0.0234	7.648	98.82759608905033
410_220322_L001.srt.dp	results/410_220322_L001/410_220322_L001.srt.dp.bam	16764871.0	16501140.0	1942317596.0	1936274847.0	69755.7224	147.0	42.3107	0.0229	6.3496	98.42688321311867
411_220322_L001.srt.dp	results/411_220322_L001/411_220322_L001.srt.dp.bam	20098313.0	19861095.0	2160681027.0	2153790410.0	63961.5892	119.0	42.0796	0.0222	7.0634	98.81971188328095
412_220322_L001.srt.dp	results/412_220322_L001/412_220322_L001.srt.dp.bam	20071842.0	19838615.0	2133234700.0	2127158826.0	71294.4305	118.0	41.7819	0.0208	6.9737	98.83803888053723
413_220322_L001.srt.dp	results/413_220322_L001/413_220322_L001.srt.dp.bam	24997618.0	24612345.0	2377027442.0	2370518885.0	63383.7872	98.0	41.212	0.0201	7.7707	98.45876115076244
414_220322_L001.srt.dp	results/414_220322_L001/414_220322_L001.srt.dp.bam	25485743.0	25093710.0	2495390460.0	2487435940.0	64454.9118	103.0	41.5971	0.0221	8.1576	98.46175565687844
415_220322_L001.srt.dp	results/415_220322_L001/415_220322_L001.srt.dp.bam	22022632.0	21814124.0	2627317992.0	2618735773.0	84249.3988	145.0	42.5554	0.0229	8.5889	99.05321035196883
416_220322_L001.srt.dp	results/416_220322_L001/416_220322_L001.srt.dp.bam	20175332.0	19934668.0	2204141416.0	2196868417.0	66607.2058	124.0	42.1018	0.0228	7.2055	98.80713734971003
41_220322_L001.srt.dp	results/41_220322_L001/41_220322_L001.srt.dp.bam	10474055.0	10192688.0	886058158.0	882682783.0	45458.6202	82.0	42.2573	0.0256	2.8966	97.31367650828643
42_220322_L001.srt.dp	results/42_220322_L001/42_220322_L001.srt.dp.bam	17348906.0	16827080.0	1362084241.0	1357285016.0	37570.7249	74.0	41.5879	0.0244	4.4528	96.99216769057368
43_220322_L001.srt.dp	results/43_220322_L001/43_220322_L001.srt.dp.bam	15873726.0	15023911.0	1097532252.0	1094115717.0	26679.5272	66.0	40.9778	0.0225	3.5879	94.6464050091327
44_220322_L001.srt.dp	results/44_220322_L001/44_220322_L001.srt.dp.bam	21259035.0	20361042.0	1499185342.0	1494593840.0	26968.5076	65.0	40.9887	0.022	4.901	95.77594655637003
45_220322_L001.srt.dp	results/45_220322_L001/45_220322_L001.srt.dp.bam	23295812.0	22664786.0	1918083905.0	1911025358.0	40818.5374	79.0	41.9458	0.0247	6.2704	97.29124702757733
48_220322_L001.srt.dp	results/48_220322_L001/48_220322_L001.srt.dp.bam	19183499.0	6794392.0	185386709.0	185058982.0	5195.2626	20.0	26.1347	0.0253	0.606	35.41789743362251
49_220322_L001.srt.dp	results/49_220322_L001/49_220322_L001.srt.dp.bam	1564231.0	559551.0	14877480.0	14852819.0	3491.0558	20.0	25.0021	0.0231	0.0486	35.771634752156174
4_220322_L001.srt.dp	results/4_220322_L001/4_220322_L001.srt.dp.bam	23997735.0	23010365.0	1477208501.0	1473170730.0	34232.5731	58.0	40.0027	0.0217	4.8291	95.8855700340053
51_220322_L001.srt.dp	results/51_220322_L001/51_220322_L001.srt.dp.bam	1287188.0	456462.0	12667164.0	12648212.0	7312.9236	20.0	26.1956	0.0253	0.0414	35.46195272174694
52_220322_L001.srt.dp	results/52_220322_L001/52_220322_L001.srt.dp.bam	16097287.0	14942866.0	1010528070.0	1007415411.0	38618.7909	63.0	40.3758	0.0239	3.3035	92.82847476099543
53_220322_L001.srt.dp	results/53_220322_L001/53_220322_L001.srt.dp.bam	26737405.0	25702160.0	1770919066.0	1765607119.0	48817.2399	64.0	40.566	0.0235	5.7893	96.1281021849353
54_220322_L001.srt.dp	results/54_220322_L001/54_220322_L001.srt.dp.bam	2046619.0	1870612.0	119030160.0	118705997.0	37059.4265	60.0	39.884	0.0225	0.3891	91.40010915563668
55_220322_L001.srt.dp	results/55_220322_L001/55_220322_L001.srt.dp.bam	1380843.0	1337743.0	100434867.0	100116873.0	56486.1481	70.0	40.9378	0.0243	0.3283	96.87871829020388
56_220322_L001.srt.dp	results/56_220322_L001/56_220322_L001.srt.dp.bam	1761991.0	1600356.0	102683413.0	102375019.0	46271.8469	59.0	40.0768	0.0236	0.3357	90.82657062380001
57_220322_L001.srt.dp	results/57_220322_L001/57_220322_L001.srt.dp.bam	19594082.0	18329134.0	1192109023.0	1188626160.0	29298.5411	59.0	39.9207	0.0228	3.8971	93.54423442751745
58_220322_L001.srt.dp	results/58_220322_L001/58_220322_L001.srt.dp.bam	23662641.0	21165002.0	1403504352.0	1399707075.0	32552.3345	61.0	40.1304	0.0217	4.5882	89.44480035005391
59_220322_L001.srt.dp	results/59_220322_L001/59_220322_L001.srt.dp.bam	62354579.0	59966149.0	4193616118.0	4181521192.0	39319.9122	63.0	40.5191	0.0229	13.7092	96.16959966965698
5_220322_L001.srt.dp	results/5_220322_L001/5_220322_L001.srt.dp.bam	49250272.0	47576289.0	3284341032.0	3275024576.0	50436.828	61.0	40.3253	0.0224	10.7368	96.6010685179566
60_220322_L001.srt.dp	results/60_220322_L001/60_220322_L001.srt.dp.bam	20055653.0	18328969.0	1245337835.0	1241834562.0	33045.2966	63.0	40.2934	0.0233	4.0711	91.3905371218778
61_220322_L001.srt.dp	results/61_220322_L001/61_220322_L001.srt.dp.bam	3020918.0	2780774.0	188145912.0	187579042.0	50470.0605	63.0	40.3717	0.0235	0.6151	92.05062831894146
63_220322_L001.srt.dp	results/63_220322_L001/63_220322_L001.srt.dp.bam	47863098.0	46360375.0	3496392068.0	3485403116.0	53790.7009	70.0	40.957	0.0236	11.43	96.86037247317338
64_220322_L001.srt.dp	results/64_220322_L001/64_220322_L001.srt.dp.bam	32443432.0	31339642.0	2305047376.0	2297873036.0	51520.1638	68.0	40.7659	0.0234	7.5354	96.59780136700704
65_220322_L001.srt.dp	results/65_220322_L001/65_220322_L001.srt.dp.bam	2051916.0	1926944.0	154250662.0	153770539.0	43516.0885	73.0	41.465	0.024	0.5043	93.90949726986875
66_220322_L001.srt.dp	results/66_220322_L001/66_220322_L001.srt.dp.bam	2765470.0	2668318.0	197004711.0	196409730.0	50240.1288	67.0	40.7889	0.0232	0.644	96.48696243314879
67_220322_L001.srt.dp	results/67_220322_L001/67_220322_L001.srt.dp.bam	20107835.0	19489234.0	1477434555.0	1472547786.0	41091.9929	70.0	41.2118	0.0243	4.8298	96.92358227526732
68_220322_L001.srt.dp	results/68_220322_L001/68_220322_L001.srt.dp.bam	25033578.0	22963288.0	1710059301.0	1704965947.0	50734.2379	68.0	40.7242	0.0233	5.5903	91.72994767268186
6_220322_L001.srt.dp	results/6_220322_L001/6_220322_L001.srt.dp.bam	54153721.0	52287499.0	3521256481.0	3511802191.0	34668.8988	60.0	40.306	0.0218	11.5113	96.55384345611265
71_220322_L001.srt.dp	results/71_220322_L001/71_220322_L001.srt.dp.bam	19308535.0	18589648.0	1319899521.0	1315675387.0	55527.0064	66.0	40.6367	0.0239	4.3149	96.27684337522241
72_220322_L001.srt.dp	results/72_220322_L001/72_220322_L001.srt.dp.bam	15677690.0	14917359.0	989141090.0	986242597.0	33384.1936	61.0	40.3404	0.0232	3.2336	95.15023578090906
73_220322_L001.srt.dp	results/73_220322_L001/73_220322_L001.srt.dp.bam	27688770.0	26715986.0	1958477728.0	1951913108.0	41236.3571	67.0	41.2075	0.0247	6.4024	96.48672006737749
74_220322_L001.srt.dp	results/74_220322_L001/74_220322_L001.srt.dp.bam	11984681.0	11616938.0	867402781.0	864656187.0	62908.2259	69.0	40.8539	0.0235	2.8356	96.93155787792766
75_220322_L001.srt.dp	results/75_220322_L001/75_220322_L001.srt.dp.bam	24741135.0	23787492.0	1724542479.0	1719377975.0	81286.7829	65.0	40.5523	0.0237	5.6377	96.14551636373999
78_220322_L001.srt.dp	results/78_220322_L001/78_220322_L001.srt.dp.bam	22478116.0	21686679.0	1825103026.0	1818743456.0	45499.3816	76.0	41.9213	0.0246	5.9664	96.4790776949456
7_220322_L001.srt.dp	results/7_220322_L001/7_220322_L001.srt.dp.bam	50356957.0	48560143.0	3638373486.0	3626438786.0	37942.1741	66.0	41.0564	0.024	11.8941	96.43184555413067
80_220322_L001.srt.dp	results/80_220322_L001/80_220322_L001.srt.dp.bam	18438229.0	17780680.0	1319872751.0	1315669361.0	42372.6895	66.0	41.218	0.0237	4.3148	96.43377354734015
81_220322_L001.srt.dp	results/81_220322_L001/81_220322_L001.srt.dp.bam	17711578.0	17196666.0	1474109542.0	1468804435.0	57460.1232	80.0	42.0161	0.0258	4.819	97.09279432922352
83_220322_L001.srt.dp	results/83_220322_L001/83_220322_L001.srt.dp.bam	14582728.0	14011058.0	1180037399.0	1175933668.0	45792.7151	78.0	41.8785	0.0248	3.8576	96.07981442155405
84_220322_L001.srt.dp	results/84_220322_L001/84_220322_L001.srt.dp.bam	17067165.0	16481408.0	1251244437.0	1247347442.0	43066.1368	67.0	41.1859	0.0233	4.0904	96.56793029187918
88_220322_L001.rg	88_220322_L001.rg.bam	1993624.0	1921766.0	151564691.0	151065911.0	42054.394	71.0	41.0933	0.0239	0.4955	96.39560920213641
88_220322_L001.srt.dp	results/88_220322_L001/88_220322_L001.srt.dp.bam	1993624.0	1921767.0	151564734.0	151065953.0	42032.4415	71.0	41.0924	0.0239	0.4955	96.3956593620462
89_220322_L001.srt.dp	results/89_220322_L001/89_220322_L001.srt.dp.bam	16389347.0	15658064.0	1232550034.0	1228117170.0	47073.0033	73.0	41.956	0.0251	4.0293	95.53805895988413
8_220322_L001.srt.dp	results/8_220322_L001/8_220322_L001.srt.dp.bam	31006422.0	29767221.0	2114129659.0	2107206384.0	38534.4452	63.0	40.8046	0.0241	6.9112	96.00340535905755
90_220322_L001.srt.dp	results/90_220322_L001/90_220322_L001.srt.dp.bam	21057219.0	20488902.0	1905766255.0	1898200791.0	55072.7621	93.0	42.5221	0.026	6.2301	97.30108235090303
91_220322_L001.srt.dp	results/91_220322_L001/91_220322_L001.srt.dp.bam	7427316.0	7257264.0	695077099.0	692228884.0	64355.0734	98.0	42.2883	0.0267	2.2723	97.71045152784666
92_220322_L001.srt.dp	results/92_220322_L001/92_220322_L001.srt.dp.bam	20017130.0	19492297.0	1754687389.0	1747720356.0	53157.0673	88.0	42.2147	0.0262	5.7362	97.3780806739028
93_220322_L001.srt.dp	results/93_220322_L001/93_220322_L001.srt.dp.bam	19699559.0	19129659.0	1795317993.0	1788162079.0	54985.421	94.0	42.4311	0.026	5.869	97.10704183784013
96_220322_L001.srt.dp	results/96_220322_L001/96_220322_L001.srt.dp.bam	25937898.0	25302656.0	2267237232.0	2258861099.0	51700.7856	87.0	42.1496	0.0247	7.4118	97.55091179709319
97_220322_L001.srt.dp	results/97_220322_L001/97_220322_L001.srt.dp.bam	24872592.0	24228557.0	2136456818.0	2128386874.0	52483.1994	85.0	41.9589	0.0254	6.9842	97.41066391472188
98_220322_L001.srt.dp	results/98_220322_L001/98_220322_L001.srt.dp.bam	18229508.0	17800041.0	1624770242.0	1618246596.0	46288.8673	89.0	42.2852	0.0261	5.3115	97.6441108558717
99_220322_L001.srt.dp	results/99_220322_L001/99_220322_L001.srt.dp.bam	16464880.0	16092726.0	1552651553.0	1546231091.0	56441.373	99.0	42.407	0.0268	5.0757	97.73971021957038
9_220322_L001.srt.dp	results/9_220322_L001/9_220322_L001.srt.dp.bam	20976721.0	18826152.0	1182864353.0	1179619084.0	27759.3552	57.0	39.9909	0.022	3.8669	89.74783046406539
