Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
100_220322_L001.srt.dp_stats	100.0	72.12541432183225	69.53549631986095	58.130805432965765	53.97727840729169	43.3319346266202	38.66026891560242	30.00277289535879	25.797549687874213	19.543790618632883	16.283539498570736	12.15959858836867	9.896101714229397	7.367124513135744	5.920869748302684	4.451864178301193	3.5784550993078823	2.7518467613198756	2.242994866119354	1.786409933340082	1.4924955131773072	1.2395151508351838	1.0693303408999293	0.9232870009201075	0.8205582596586655	0.7324785733502742	0.6671490383951825	0.6104907266359506	0.5662715746816445	0.5278890304158919	0.49660038033864656	0.46879525728779453	0.4456057421654003	0.42460389247662317	0.4063941603115345	0.38986048323881817	0.37540561138014406	0.36189844455614656	0.3499310123693781	0.33849872786862745	0.3280533773105083	0.31832101215446906	0.3093313809890422	0.30095764367850697	0.29319293516397127	0.28580449725823603	0.2788714415923437	0.27225515935818706	0.2659752650097435	0.26010727419482615	0.25446158052498646
101_220322_L001.srt.dp_stats	100.0	74.25623772163786	71.48954183793435	62.371273525894836	57.948186366839074	49.052366231172826	43.94883699135381	36.19289809919138	31.353949863611874	25.2334510677857	21.24186195487207	16.80315384466868	13.82990762644819	10.825337452133295	8.768363452275448	6.845350615654885	5.513956785683447	4.328487955152832	3.501184938586458	2.7956258956899545	2.296764949530408	1.8806106369196995	1.5818337936159177	1.3362284659693113	1.155597324753239	1.0089210917250784	0.8962422648684475	0.8045786909108118	0.7335050631084269	0.673681959199935	0.6251505695386889	0.5837395535788196	0.5486620448082655	0.5186931205761356	0.49262681887038356	0.46919244998083764	0.4489483720307223	0.43052484231727955	0.413726697023434	0.3986676999822548	0.38505853799757467	0.3728214070686164	0.3612292647679496	0.350294206675527	0.34034379417277194	0.3309298369862998	0.32213798489847884	0.3140251198258435	0.3064454409938283	0.2992139187199126	0.2922288847509801
102_220322_L001.srt.dp_stats	100.0	71.89794615287101	69.25824764742768	57.16803551691177	52.92606659134586	41.70734655385453	37.047133722514175	28.132184263698864	24.05038795003542	17.827364076361604	14.774253685881176	10.843217661471563	8.814788249579516	6.496868130711741	5.245239093100091	3.938507823744752	3.195896096562166	2.47542287667635	2.0451641371180314	1.6473839911782555	1.3982555806897348	1.1752634301261524	1.028397263801977	0.8969081755809816	0.8058542842344779	0.7248286093915065	0.6642993851398268	0.610001999824346	0.5683062473742375	0.530844928630292	0.5006736486146282	0.4736789294206107	0.4508293981671587	0.4301770126667463	0.4126645743405557	0.39619202898273564	0.38165902621571807	0.36822410596387084	0.3562243099280396	0.3450110534967037	0.3350289309600184	0.3256218388324384	0.3171801047481147	0.3091012380623736	0.30165951422333304	0.2945178915301473	0.28787709122851884	0.281522661954961	0.27562721090447523	0.2698242746952497	0.2644463183222021
103_220322_L001.srt.dp_stats	100.0	73.89118723432753	71.26316521333696	61.558791190753816	57.209135316868526	47.714469555892734	42.60807954796111	34.42889669879782	29.61666694551882	23.349725655574385	19.46177800984728	15.094867627705607	12.29274575176589	9.462278374568244	7.603443377546732	5.863951218120685	4.701869354882505	3.673888244412416	2.971047764837185	2.375458465795462	1.9593999371016766	1.6146402755234504	1.3677642581666725	1.1637687062802402	1.0127001431913984	0.888539668791507	0.7938342199295366	0.7142560917901003	0.6514231499187704	0.5977668303407855	0.5544679231855877	0.5171514244935088	0.48523249662845513	0.4572479013237095	0.4333695919591409	0.41190941786242424	0.3933502215089709	0.37657365211450056	0.36143750488767673	0.34727390767056765	0.3347631551086241	0.32313930277402714	0.3125043458274594	0.3025781244846098	0.2935996081764368	0.28508137772160114	0.27716269574334246	0.2696653976180325	0.2626012520180576	0.25579209431978944	0.24952200719833462
104_220322_L001.srt.dp_stats	100.0	73.935823847244	71.77671542408022	62.23871120013371	58.58265739800028	49.07686729945118	44.60312875516678	36.24023660314323	31.827384593080467	25.228579818140407	21.494861931668172	16.75545312713338	13.938230409983998	10.774639972937807	8.82118811900479	6.829226226855165	5.562511058874333	4.353157380827825	3.561548747609595	2.8467284133600765	2.3639987210591427	1.9417286216982688	1.6473545694972893	1.39292142993057	1.2109898504157934	1.0553158135330487	0.9407984585235992	0.8429118721340545	0.7674305496153726	0.7022674106115229	0.6491766411232209	0.6033608726151513	0.5650378255264635	0.5315382995783945	0.5031489927065811	0.4780480490440853	0.4560242863030836	0.435725941696964	0.41762376212118496	0.4011077380570483	0.386217425320075	0.3722604336848616	0.35943584985927907	0.3476818883132984	0.336816788440062	0.3265764089260071	0.3171608172017035	0.30798615635375615	0.2994976744874529	0.29133413874204256	0.28416701725868615
105_220322_L001.srt.dp_stats	100.0	74.96828882189332	74.28752114119403	63.742325493455695	62.520796470010254	50.64661008982027	49.03431635680766	37.58707845015974	35.87932313108432	26.24878575905384	24.7057735465652	17.485681595704875	16.24182772764988	11.303766021584543	10.388729840730045	7.240322298692658	6.609912113319918	4.703934103071196	4.2824538123904805	3.1637104121230193	2.8888654910246774	2.2379398944218014	2.0568157765957626	1.6737974687194082	1.5520355151333913	1.3204306578283151	1.2366713819160213	1.091961170991533	1.0318955016688534	0.9359497655003762	0.8915861204017697	0.8242124324346625	0.7899237516215678	0.741310635068749	0.7145048684480475	0.6778719334770824	0.6561842317142275	0.6275752429578667	0.6097323010821563	0.5868625015595943	0.5717806209887747	0.5529595716747225	0.5397377951560969	0.5238311267955259	0.5124560511188762	0.49911397261585544	0.48927568940833804	0.47789995991655565	0.4693562306715493	0.45937181978189995	0.45169766466322675
106_220322_L001.srt.dp_stats	100.0	72.11237169065996	71.33929217829908	58.477700127859435	57.19007268286299	44.105520518801264	42.52982049185166	31.040732205474768	29.490610080326878	20.631539258725194	19.3182780107332	13.147880697803553	12.153809055369662	8.200502453006498	7.506688872059251	5.1283800991933015	4.671564696579794	3.3015876010969003	3.007013154557785	2.231514853113925	2.04344656476474	1.6043518405971509	1.483266912580922	1.2309707677750448	1.1501487563458725	0.9985074512008894	0.9420943201163754	0.8458638474576592	0.8052884072372287	0.7407937942064434	0.7102171488085791	0.6643948421491837	0.6408035576278183	0.6064854551337574	0.5872171962690197	0.5608651773503296	0.5449307218466239	0.5238026858372586	0.5105017976875905	0.4932257135318281	0.48188692459503657	0.467591256721146	0.4575463679317329	0.4452791615066759	0.436588650764405	0.42602855565051784	0.41837270735555687	0.4092101420875623	0.40262066627384147	0.3947467706321646	0.38888074126264505
107_220322_L001.srt.dp_stats	100.0	77.93742090839204	76.8913111388333	69.74536607380607	67.80748580797817	59.164439755979714	56.39705180895838	47.13365255595656	43.94208667701748	35.30558400686589	32.19388230018676	25.073466427733848	22.413640223433998	17.10003168191988	15.04201876981636	11.390337683289635	9.914512494547754	7.549258448434055	6.55039630252374	5.085153111702687	4.429689057356998	3.540560954946168	3.1135634452691647	2.5761283870100193	2.296168016314361	1.9679001876403663	1.7798413796106038	1.571202432652579	1.4416633480645076	1.3024370115645447	1.2098999405897803	1.1126913604927224	1.0442751642967143	0.9741842206385991	0.9219146429568194	0.8693832123144406	0.8283831191653988	0.7875530179508279	0.7540038020526827	0.721051192463018	0.6933366228080283	0.6664282072115116	0.643436144259157	0.6212002185076325	0.601969227105452	0.5832877673222059	0.5667890693590826	0.5506767761393149	0.5363235725337572	0.5222168572331827	0.5093481408861509
108_220322_L001.srt.dp_stats	100.0	73.28554650834506	72.22920126288577	59.54006962595034	57.71563249686906	44.25942762028821	42.063970344828576	30.309435729884203	28.243671839383932	19.4410380131191	17.793423225199046	11.967629312030938	10.800965512343627	7.28032565067208	6.514728398688465	4.509359700337695	4.028751965049554	2.921541863720827	2.623544368055082	2.0161046697353218	1.8295957304773434	1.4890021789239254	1.368831284463045	1.1703565475561295	1.0893815433859333	0.9664603755698498	0.909455868697916	0.8287093729165568	0.7868073417921189	0.7309156282758386	0.6988780329642214	0.6582594409450406	0.6335043654876804	0.6022840390917898	0.5823668687079652	0.557825590798959	0.541043790883428	0.5211125634742528	0.506752494809803	0.49022699042624385	0.47804020326249436	0.4641240750730673	0.4533639125286102	0.4413850385770216	0.4318586251877455	0.42144269631059245	0.4128254128631707	0.4035467954091429	0.3957739142054499	0.3875132869128512	0.38043148830429663
109_220322_L001.srt.dp_stats	100.0	73.22932069529604	71.99131487669442	60.37444855678907	58.2675610020797	46.22378511063268	43.67646937579282	32.985873415257544	30.49981885071029	22.18712237476797	20.108343967146105	14.27118086263754	12.724783195392398	8.952745203999573	7.89125083746363	5.605360795033448	4.913768550999146	3.5868543354085882	3.1548826002029062	2.4013331996673677	2.133511887630781	1.708491188007137	1.5404760635893537	1.2956075855971665	1.187858524840199	1.0419397366431338	0.969877540360286	0.8777102018429963	0.8265308608947959	0.7656328849083404	0.7288413997677243	0.6852132966932718	0.6567040147446297	0.6246539969454934	0.6020388584170718	0.577536155600888	0.5597674217427255	0.5401425067231647	0.5251253538504707	0.5088548373686183	0.4960207732236132	0.482404746180041	0.4713840383052502	0.45952906232128576	0.44983952205643063	0.43942588153224166	0.4306791426885688	0.4214031404950713	0.41372931228396437	0.40560042874058083	0.3985833578301518
