Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
A5_1_EKDN220028132-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_1_EKDN220028132-1A_H57WKDSX5_L2/A5_1_EKDN220028132-1A_H57WKDSX5_L2.srt.dp.bam	5764101.0	5733852.0	807636911.0	804187744.0	149694.4061	233.0	43.5995	0.0289	2.6402	99.47521738428942
A5_3_EKDN220028268-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_3_EKDN220028268-1A_H3NGLDSX5_L2/A5_3_EKDN220028268-1A_H3NGLDSX5_L2.srt.dp.bam	6990100.0	6954145.0	966614240.0	961951357.0	139778.9894	207.0	43.7573	0.0314	3.1599	99.48562967625641
A5_4_EKDN220028339-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_4_EKDN220028339-1A_H3V53DSX5_L2/A5_4_EKDN220028339-1A_H3V53DSX5_L2.srt.dp.bam	6704449.0	6669066.0	925147313.0	920659307.0	129841.1678	199.0	43.8659	0.0317	3.0244	99.47224596681994
A5_5_EKDN220028410-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_5_EKDN220028410-1A_H5J72DSX5_L1/A5_5_EKDN220028410-1A_H5J72DSX5_L1.srt.dp.bam	6739512.0	6709568.0	925589902.0	921476336.0	120983.8496	194.0	43.8016	0.0293	3.0258	99.55569483369122
A5_6_EKDN220028486-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_6_EKDN220028486-1A_H5J72DSX5_L2/A5_6_EKDN220028486-1A_H5J72DSX5_L2.srt.dp.bam	7708551.0	7530284.0	1051971854.0	1047091989.0	164243.6037	242.0	44.1939	0.0298	3.439	97.68741232950265
A5_8_EKDN220028616-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_8_EKDN220028616-1A_H5J72DSX5_L2/A5_8_EKDN220028616-1A_H5J72DSX5_L2.srt.dp.bam	6843984.0	6811568.0	960640860.0	956184507.0	144930.9215	231.0	43.6655	0.0295	3.1404	99.52635774718351
A5_9_EKDN220028688-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A5_9_EKDN220028688-1A_H3V53DSX5_L2/A5_9_EKDN220028688-1A_H3V53DSX5_L2.srt.dp.bam	7687407.0	7647764.0	1067367589.0	1062229523.0	138136.8126	213.0	43.9234	0.0311	3.4893	99.48431246062553
A6_12_EKDN220028875-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_12_EKDN220028875-1A_H5JF5DSX5_L3/A6_12_EKDN220028875-1A_H5JF5DSX5_L3.srt.dp.bam	6970500.0	6931156.0	964886661.0	960291279.0	141483.3549	213.0	43.7551	0.0303	3.1543	99.43556416325944
A6_13_EKDN220028928-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_13_EKDN220028928-1A_H5J72DSX5_L2/A6_13_EKDN220028928-1A_H5J72DSX5_L2.srt.dp.bam	7032261.0	6996416.0	981345442.0	976816524.0	145195.9088	221.0	43.6091	0.0294	3.2081	99.49027773570975
A6_1_EKDN220028133-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_1_EKDN220028133-1A_H57WKDSX5_L2/A6_1_EKDN220028133-1A_H57WKDSX5_L2.srt.dp.bam	4982363.0	4958610.0	703306638.0	700220851.0	157852.5326	245.0	43.539	0.0285	2.2992	99.52325834147372
A6_3_EKDN220028269-1A_H5CW3DSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_3_EKDN220028269-1A_H5CW3DSX5_L4/A6_3_EKDN220028269-1A_H5CW3DSX5_L4.srt.dp.bam	6480702.0	6420597.0	890237815.0	885980739.0	137753.4473	212.0	44.0256	0.0308	2.9103	99.0725541770012
A6_4_EKDN220028340-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_4_EKDN220028340-1A_H3V53DSX5_L2/A6_4_EKDN220028340-1A_H3V53DSX5_L2.srt.dp.bam	5777077.0	5689637.0	767888937.0	764305557.0	126010.8239	187.0	44.1999	0.0312	2.5103	98.48643180625774
A6_5_EKDN220028411-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_5_EKDN220028411-1A_H5J72DSX5_L1/A6_5_EKDN220028411-1A_H5J72DSX5_L1.srt.dp.bam	5941118.0	5911625.0	828034543.0	824111005.0	148507.0817	221.0	43.6961	0.0304	2.7069	99.50357828274072
A6_8_EKDN220028617-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_8_EKDN220028617-1A_H5J72DSX5_L2/A6_8_EKDN220028617-1A_H5J72DSX5_L2.srt.dp.bam	6009913.0	5981174.0	839818294.0	835873885.0	140862.7283	222.0	43.7034	0.03	2.7454	99.52180672166136
A6_9_EKDN220028689-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A6_9_EKDN220028689-1A_H3V53DSX5_L2/A6_9_EKDN220028689-1A_H3V53DSX5_L2.srt.dp.bam	8992049.0	8947076.0	1246085488.0	1240243567.0	130613.0306	205.0	43.572	0.0308	4.0735	99.49985815246336
A7_10_EKDN220028757-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_10_EKDN220028757-1A_H5JF5DSX5_L3/A7_10_EKDN220028757-1A_H5JF5DSX5_L3.srt.dp.bam	5185162.0	5162295.0	714681758.0	711492641.0	131916.5223	199.0	43.5885	0.0292	2.3363	99.55899159949101
A7_12_EKDN220028876-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_12_EKDN220028876-1A_H5J72DSX5_L1/A7_12_EKDN220028876-1A_H5J72DSX5_L1.srt.dp.bam	7024175.0	6987786.0	987575550.0	982911601.0	161658.0285	257.0	43.6177	0.0304	3.2285	99.48194627838856
A7_13_EKDN220028929-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_13_EKDN220028929-1A_H3VYYDSX5_L2/A7_13_EKDN220028929-1A_H3VYYDSX5_L2.srt.dp.bam	8690673.0	8632406.0	1222937548.0	1217259485.0	213052.1046	362.0	43.2832	0.0301	3.9979	99.32954559445511
A7_1_EKDN220028134-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_1_EKDN220028134-1A_H57WKDSX5_L2/A7_1_EKDN220028134-1A_H57WKDSX5_L2.srt.dp.bam	4923244.0	4895021.0	690169694.0	686883861.0	150672.5688	243.0	43.6597	0.0306	2.2562	99.42673976751914
A7_2_EKDN220028210-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_2_EKDN220028210-1A_H57WKDSX5_L1/A7_2_EKDN220028210-1A_H57WKDSX5_L1.srt.dp.bam	6261460.0	6227589.0	872196098.0	868137571.0	137188.1995	217.0	43.661	0.0302	2.8513	99.45905587514733
A7_4_EKDN220028341-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_4_EKDN220028341-1A_H3V53DSX5_L2/A7_4_EKDN220028341-1A_H3V53DSX5_L2.srt.dp.bam	5318275.0	5277918.0	726728831.0	723409187.0	131527.7996	199.0	43.8758	0.0313	2.3757	99.24116372319972
A7_5_EKDN220028412-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_5_EKDN220028412-1A_H5J72DSX5_L1/A7_5_EKDN220028412-1A_H5J72DSX5_L1.srt.dp.bam	5827738.0	5799365.0	807959431.0	804350647.0	135502.2666	205.0	43.731	0.0294	2.6413	99.513138716943
A7_6_EKDN220028487-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_6_EKDN220028487-1A_H5J72DSX5_L2/A7_6_EKDN220028487-1A_H5J72DSX5_L2.srt.dp.bam	7592444.0	7540181.0	1064998385.0	1059974752.0	223678.2341	382.0	43.2008	0.031	3.4816	99.31164457716119
A7_7_EKDN220028554-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_7_EKDN220028554-1A_H3NGLDSX5_L2/A7_7_EKDN220028554-1A_H3NGLDSX5_L2.srt.dp.bam	8411007.0	8370098.0	1164403833.0	1159125220.0	128164.9556	196.0	43.7107	0.0301	3.8065	99.51362541964357
A7_8_EKDN220028618-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_8_EKDN220028618-1A_H5J72DSX5_L2/A7_8_EKDN220028618-1A_H5J72DSX5_L2.srt.dp.bam	5725741.0	5697860.0	797776775.0	794142306.0	142236.0589	215.0	43.6815	0.0289	2.608	99.5130586591325
A7_9_EKDN220028690-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A7_9_EKDN220028690-1A_H3V53DSX5_L2/A7_9_EKDN220028690-1A_H3V53DSX5_L2.srt.dp.bam	6677929.0	6646643.0	924229218.0	920045156.0	135605.4301	203.0	43.6395	0.0305	3.0214	99.5315014580119
A8_10_EKDN220028758-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_10_EKDN220028758-1A_H5JF5DSX5_L3/A8_10_EKDN220028758-1A_H5JF5DSX5_L3.srt.dp.bam	33128079.0	32974843.0	4592246422.0	4570942852.0	137528.0747	209.0	43.7294	0.03	15.0124	99.53744374975682
A8_11_EKDN220028819-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_11_EKDN220028819-1A_H5J72DSX5_L1/A8_11_EKDN220028819-1A_H5J72DSX5_L1.srt.dp.bam	7041650.0	6816805.0	954337412.0	949793712.0	147440.413	232.0	44.6713	0.0303	3.1198	96.80692735367421
A8_12_EKDN220028877-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_12_EKDN220028877-1A_H5J72DSX5_L1/A8_12_EKDN220028877-1A_H5J72DSX5_L1.srt.dp.bam	7376309.0	7326488.0	1031518896.0	1026777893.0	165917.8943	254.0	43.6324	0.0301	3.3721	99.32458089811584
A8_1_EKDN220028135-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_1_EKDN220028135-1A_H57WKDSX5_L2/A8_1_EKDN220028135-1A_H57WKDSX5_L2.srt.dp.bam	5430497.0	5401730.0	756787941.0	753203869.0	144109.7107	224.0	43.6402	0.0303	2.474	99.47026947993895
A8_2_EKDN220028211-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_2_EKDN220028211-1A_H57WKDSX5_L1/A8_2_EKDN220028211-1A_H57WKDSX5_L1.srt.dp.bam	6793806.0	6749231.0	941112375.0	936670242.0	139425.6637	212.0	43.714	0.0307	3.0766	99.34388765295918
A8_6_EKDN220028488-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_6_EKDN220028488-1A_H5J72DSX5_L2/A8_6_EKDN220028488-1A_H5J72DSX5_L2.srt.dp.bam	10894064.0	10811138.0	1519350172.0	1512117752.0	219747.024	356.0	43.4447	0.0311	4.9669	99.23879646750744
A8_9_EKDN220028691-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A8_9_EKDN220028691-1A_H3V53DSX5_L2/A8_9_EKDN220028691-1A_H3V53DSX5_L2.srt.dp.bam	9620921.0	9569218.0	1337285896.0	1330936590.0	143631.6005	219.0	43.6419	0.0313	4.3717	99.46259822734227
A9_10_EKDN220028759-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_10_EKDN220028759-1A_H5JF5DSX5_L3/A9_10_EKDN220028759-1A_H5JF5DSX5_L3.srt.dp.bam	6892573.0	6535289.0	873039385.0	868987803.0	130380.5092	176.0	43.8345	0.0298	2.854	94.81639149850136
A9_12_EKDN220028878-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_12_EKDN220028878-1A_H5J72DSX5_L1/A9_12_EKDN220028878-1A_H5J72DSX5_L1.srt.dp.bam	8214431.0	8164627.0	1146024098.0	1140666207.0	143691.6795	227.0	43.8986	0.0302	3.7464	99.39370115836385
A9_13_EKDN220028930-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_13_EKDN220028930-1A_H3VYYDSX5_L2/A9_13_EKDN220028930-1A_H3VYYDSX5_L2.srt.dp.bam	9420554.0	9368865.0	1313234343.0	1307211684.0	149931.1954	234.0	43.7981	0.0293	4.2931	99.45131676969316
A9_1_EKDN220028136-1A_H57WKDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_1_EKDN220028136-1A_H57WKDSX5_L2/A9_1_EKDN220028136-1A_H57WKDSX5_L2.srt.dp.bam	6624838.0	6589588.0	929294801.0	925189754.0	153586.3965	248.0	43.7874	0.0287	3.0379	99.46791151723258
A9_2_EKDN220028212-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_2_EKDN220028212-1A_H57WKDSX5_L1/A9_2_EKDN220028212-1A_H57WKDSX5_L1.srt.dp.bam	4512270.0	4483214.0	622564161.0	619638182.0	129950.1962	207.0	44.1	0.0306	2.0352	99.35606690202492
A9_3_EKDN220028270-1A_H3NGLDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_3_EKDN220028270-1A_H3NGLDSX5_L1/A9_3_EKDN220028270-1A_H3NGLDSX5_L1.srt.dp.bam	6113634.0	6058840.0	846497269.0	842672429.0	151182.4661	225.0	43.8425	0.0305	2.7673	99.10374091743144
A9_4_EKDN220028342-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_4_EKDN220028342-1A_H5J72DSX5_L2/A9_4_EKDN220028342-1A_H5J72DSX5_L2.srt.dp.bam	6935454.0	6898976.0	955981834.0	951588649.0	131404.7005	199.0	43.6815	0.0307	3.1252	99.47403587421962
A9_5_EKDN220028413-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_5_EKDN220028413-1A_H5J72DSX5_L1/A9_5_EKDN220028413-1A_H5J72DSX5_L1.srt.dp.bam	7912719.0	7875179.0	1107737951.0	1102544536.0	146939.1189	228.0	43.7906	0.0302	3.6213	99.52557395251873
A9_6_EKDN220028489-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_6_EKDN220028489-1A_H5J72DSX5_L2/A9_6_EKDN220028489-1A_H5J72DSX5_L2.srt.dp.bam	7078931.0	7043602.0	989156655.0	984504827.0	153717.2108	228.0	43.6166	0.0301	3.2336	99.50092747054605
A9_7_EKDN220028555-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_7_EKDN220028555-1A_H3NGLDSX5_L2/A9_7_EKDN220028555-1A_H3NGLDSX5_L2.srt.dp.bam	9329840.0	9285324.0	1307550646.0	1301466092.0	142956.4919	218.0	43.549	0.0297	4.2745	99.52286427205611
A9_8_EKDN220028619-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/A9_8_EKDN220028619-1A_H5J72DSX5_L2/A9_8_EKDN220028619-1A_H5J72DSX5_L2.srt.dp.bam	6322353.0	6278046.0	884314909.0	880140159.0	154903.1208	253.0	44.1671	0.0307	2.8909	99.29920078806103
B10_10_EKDN220028761-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_10_EKDN220028761-1A_H5JF5DSX5_L3/B10_10_EKDN220028761-1A_H5JF5DSX5_L3.srt.dp.bam	6399536.0	6369112.0	885226278.0	880977424.0	134061.3596	202.0	43.9107	0.0302	2.8939	99.52459053281363
B10_11_EKDN220028820-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_11_EKDN220028820-1A_H5J72DSX5_L1/B10_11_EKDN220028820-1A_H5J72DSX5_L1.srt.dp.bam	6594427.0	6559938.0	920379386.0	916138179.0	148162.7683	226.0	43.6758	0.0305	3.0088	99.4769977740295
B10_13_EKDN220028932-1A_H3VYYDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_13_EKDN220028932-1A_H3VYYDSX5_L2/B10_13_EKDN220028932-1A_H3VYYDSX5_L2.srt.dp.bam	10011634.0	9941399.0	1403148275.0	1396633584.0	207742.2219	357.0	43.257	0.0303	4.587	99.29846616446426
B10_1_EKDN220028137-1A_H57YWDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_1_EKDN220028137-1A_H57YWDSX5_L4/B10_1_EKDN220028137-1A_H57YWDSX5_L4.srt.dp.bam	7471982.0	7436601.0	1033967333.0	1029082992.0	128368.2989	207.0	43.8822	0.03	3.3801	99.52648440534252
B10_2_EKDN220028213-1A_H57WKDSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_2_EKDN220028213-1A_H57WKDSX5_L1/B10_2_EKDN220028213-1A_H57WKDSX5_L1.srt.dp.bam	7355646.0	7319723.0	1029426129.0	1024509597.0	133821.6	220.0	43.6506	0.0307	3.3653	99.5116268509931
B10_3_EKDN220028272-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_3_EKDN220028272-1A_H3NGLDSX5_L2/B10_3_EKDN220028272-1A_H3NGLDSX5_L2.srt.dp.bam	5984417.0	5945147.0	829403109.0	825732415.0	137664.612	212.0	43.7828	0.0297	2.7114	99.3437957281386
B10_4_EKDN220028344-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_4_EKDN220028344-1A_H5J72DSX5_L2/B10_4_EKDN220028344-1A_H5J72DSX5_L2.srt.dp.bam	6887388.0	6853379.0	941882802.0	937438903.0	128677.5068	188.0	43.6993	0.0309	3.0791	99.50621338597449
B10_5_EKDN220028415-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_5_EKDN220028415-1A_H5GV5DSX5_L1/B10_5_EKDN220028415-1A_H5GV5DSX5_L1.srt.dp.bam	6287361.0	6247896.0	840078486.0	836239794.0	119440.4928	178.0	43.6813	0.03	2.7463	99.37231216721928
B10_6_EKDN220028491-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_6_EKDN220028491-1A_H5J72DSX5_L2/B10_6_EKDN220028491-1A_H5J72DSX5_L2.srt.dp.bam	7241214.0	7203102.0	1009021671.0	1004171746.0	143728.4166	218.0	43.6479	0.0303	3.2986	99.47367941342432
B10_7_EKDN220028556-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_7_EKDN220028556-1A_H3NGLDSX5_L2/B10_7_EKDN220028556-1A_H3NGLDSX5_L2.srt.dp.bam	7119164.0	7084445.0	988415311.0	983847022.0	147393.3118	213.0	43.6142	0.03	3.2312	99.51231633377178
B10_8_EKDN220028621-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_8_EKDN220028621-1A_H5J72DSX5_L2/B10_8_EKDN220028621-1A_H5J72DSX5_L2.srt.dp.bam	7429798.0	7390916.0	1044388240.0	1039671851.0	160062.9503	255.0	43.791	0.0296	3.4142	99.47667487056849
B10_9_EKDN220028693-1A_H3V53DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B10_9_EKDN220028693-1A_H3V53DSX5_L2/B10_9_EKDN220028693-1A_H3V53DSX5_L2.srt.dp.bam	8604780.0	8547076.0	1177481383.0	1172046567.0	136977.0744	203.0	43.7448	0.031	3.8493	99.3293959868817
B11_10_EKDN220028762-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_10_EKDN220028762-1A_H5JF5DSX5_L3/B11_10_EKDN220028762-1A_H5JF5DSX5_L3.srt.dp.bam	5228433.0	5202662.0	723242333.0	719897002.0	142093.2129	207.0	43.5244	0.0299	2.3643	99.5070989721012
B11_11_EKDN220028821-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_11_EKDN220028821-1A_H5J72DSX5_L1/B11_11_EKDN220028821-1A_H5J72DSX5_L1.srt.dp.bam	7748319.0	7625683.0	1058708828.0	1053936692.0	145187.1837	202.0	43.919	0.03	3.461	98.41725669787215
B11_2_EKDN220028214-1A_H5F7CDSX5_L4.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_2_EKDN220028214-1A_H5F7CDSX5_L4/B11_2_EKDN220028214-1A_H5F7CDSX5_L4.srt.dp.bam	9802426.0	9752041.0	1371734093.0	1365384689.0	164923.7969	242.0	43.4776	0.0293	4.4843	99.48599458950264
B11_3_EKDN220028273-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_3_EKDN220028273-1A_H3NGLDSX5_L2/B11_3_EKDN220028273-1A_H3NGLDSX5_L2.srt.dp.bam	8765899.0	8706393.0	1207772076.0	1201949478.0	200052.7342	281.0	43.3369	0.0319	3.9483	99.32116489135912
B11_4_EKDN220028345-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_4_EKDN220028345-1A_H5J72DSX5_L2/B11_4_EKDN220028345-1A_H5J72DSX5_L2.srt.dp.bam	7215439.0	7170684.0	998033949.0	993460345.0	145352.2535	208.0	43.9403	0.0297	3.2626	99.37973282013749
B11_5_EKDN220028416-1A_H5GV5DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_5_EKDN220028416-1A_H5GV5DSX5_L1/B11_5_EKDN220028416-1A_H5GV5DSX5_L1.srt.dp.bam	6569808.0	6487586.0	910995999.0	906772119.0	164240.3674	266.0	44.2156	0.031	2.9781	98.74848701818988
B11_6_EKDN220028492-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_6_EKDN220028492-1A_H5J72DSX5_L2/B11_6_EKDN220028492-1A_H5J72DSX5_L2.srt.dp.bam	6669233.0	6634402.0	930989192.0	926585362.0	142384.1373	217.0	43.8581	0.0301	3.0435	99.47773604550927
B11_7_EKDN220028557-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B11_7_EKDN220028557-1A_H3NGLDSX5_L2/B11_7_EKDN220028557-1A_H3NGLDSX5_L2.srt.dp.bam	8137777.0	8095675.0	1129307893.0	1123888778.0	137500.8327	217.0	43.7971	0.0305	3.6918	99.48263512258939
B12_6_EKDN220028493-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B12_6_EKDN220028493-1A_H5J72DSX5_L2/B12_6_EKDN220028493-1A_H5J72DSX5_L2.srt.dp.bam	5831581.0	5797035.0	796529761.0	792689324.0	121796.1369	190.0	43.8581	0.0307	2.6039	99.4076049016553
B1_10_EKDN220028760-1A_H5JF5DSX5_L3.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B1_10_EKDN220028760-1A_H5JF5DSX5_L3/B1_10_EKDN220028760-1A_H5JF5DSX5_L3.srt.dp.bam	5846888.0	5817294.0	806608582.0	802900179.0	137217.1392	204.0	43.8475	0.0299	2.6369	99.49385040383876
B1_13_EKDN220028931-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B1_13_EKDN220028931-1A_H5J72DSX5_L2/B1_13_EKDN220028931-1A_H5J72DSX5_L2.srt.dp.bam	8353178.0	8306568.0	1156964654.0	1151417714.0	137725.3274	208.0	43.7971	0.0308	3.7822	99.44200877797648
B1_3_EKDN220028271-1A_H3NGLDSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B1_3_EKDN220028271-1A_H3NGLDSX5_L2/B1_3_EKDN220028271-1A_H3NGLDSX5_L2.srt.dp.bam	7165304.0	7130816.0	1001603205.0	996800838.0	140446.2175	224.0	43.8359	0.0307	3.2743	99.51868057517169
B1_4_EKDN220028343-1A_H5J72DSX5_L2.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B1_4_EKDN220028343-1A_H5J72DSX5_L2/B1_4_EKDN220028343-1A_H5J72DSX5_L2.srt.dp.bam	7632414.0	7594717.0	1054890981.0	1049873987.0	132161.425	201.0	43.8286	0.0308	3.4485	99.50609335395066
B1_5_EKDN220028414-1A_H5J72DSX5_L1.srt.dp	/export/projects/III-data/lamberton/tdd3v/anopheles_cnrfp/basicwgs/results/B1_5_EKDN220028414-1A_H5J72DSX5_L1/B1_5_EKDN220028414-1A_H5J72DSX5_L1.srt.dp.bam	8094894.0	8057847.0	1123566571.0	1118185125.0	131647.1106	207.0	43.8049	0.0306	3.673	99.54234113504143
