Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
A10_10_EKDN220028752-1A_H5JF5DSX5_L3_1_trim	36.35553616708019	36.31288841809958	36.36447881129051	36.3637499064577	36.417683643120306	36.4104549259522	36.4247220850913	36.42086611181336	36.40337935711348	36.407586875420215	36.39292543224686	36.36381548485353	36.29415494662793	36.26550144391996	36.21514619667814	36.175074556495005	36.14541179226707	36.104867068585186	36.06062219702276	36.02157144676008	35.96822915298321	35.93190642546038	35.88527531526617	35.817628662477446	35.764092488717765	35.67245106318243	35.67421886690706	35.63062225994905	35.587955074488974	35.46989713062539	35.393350856467904	35.282797647653545	35.227664152563975	35.1133121088928	35.000786223583546	34.85832470053786	34.86943969937869	34.74886198560451
A10_10_EKDN220028752-1A_H5JF5DSX5_L3_2_trim	36.399572112849434	36.54045552346273	36.50997871586286	36.52239417247402	36.523212123778656	36.529572710359965	36.51246969664449	36.4935906844048	36.50886490983102	36.50673081106543	36.4737785962316	36.44887615925637	36.41013646476314	36.36702111739058	36.32667493916493	36.28859407487906	36.2024334275922	36.169638056359815	36.111391748021695	36.071417302091184	36.015761484000414	35.92069481292924	35.90170615312693	35.80898855961151	35.76920088295428	35.690183916276624	35.5697351030167	35.50711323887093	35.38305439270606	35.37099272161538	35.20470773801678	35.0519981767869	34.9938860970114	34.80659952076412	34.68084174501378	34.49751358115693	34.22053754663093	34.298746732421854
A10_11_EKDN220028814-1A_H5J72DSX5_L1_1_trim	36.363659792282704	36.34830332149933	36.36158186290745	36.36342044680344	36.386203921267764	36.40156201290088	36.40428423005044	36.38448771152765	36.39181746422379	36.38127172951691	36.357235646601644	36.34471761064306	36.29366959714083	36.24640412733797	36.306007182516566	36.128134525347505	36.05151145188724	36.0138984448554	36.00326822209267	35.99277587542913	35.96570298205865	35.96709559893331	35.88352200733324	35.813087105799774	35.681454125816536	35.179789330620075	35.67256614277059	35.58744980841469	35.54012666082321	35.50217261207676	35.44094729225852	35.25793385220244	35.26049798958903	35.103447078149244	34.966541990122984	34.765236359838674	34.345875365470576	34.886953639248
A10_11_EKDN220028814-1A_H5J72DSX5_L1_2_trim	35.836508668034305	36.19095663092333	36.19612876246501	36.18289884654929	36.181329323711246	36.203600339514	36.17903149905369	36.186285882236625	36.185176680726634	36.13628817844043	36.12078296180935	36.09403456032672	36.093672006402	36.02361386224048	35.966651124007	35.932456888162335	35.80258696549171	35.80947647045099	35.77088901857214	35.732494861845325	35.70394128163068	35.60822144058985	35.623887254482085	35.582434715564816	35.55243130855884	35.433986077324455	35.44447138339238	35.318414926725566	35.20523133599288	35.10853201626634	35.06968635426849	34.765727724706004	34.76945095846287	34.68464170587027	34.60191991267069	34.288171791344325	34.17236438866365	33.96570316781793
A10_1_EKDN220028127-1A_H5GV5DSX5_L1_1_trim	36.26568457968012	36.151152781864326	36.18988132671673	36.176805425386675	36.20177027587238	36.24398008752989	36.24795205314838	36.22055062924446	36.25204277665339	36.23259048551922	36.20989466948793	36.18906194354139	36.12728338499608	36.06376680847535	36.14748670790992	35.93779183109702	35.86312166211421	35.837251673297466	35.783013663479935	35.73584317981697	35.663692922042095	35.59895017578274	35.48881167711541	35.427146050243685	35.370871387711055	35.34609184251567	35.204425571336664	35.20049687287028	35.06291574782587	34.98016506660215	34.858714067034626	34.772707439732095	34.632609997464144	34.6339266881909	34.347873493515586	34.32689584741374	34.185906610189434	33.94138353283146
A10_1_EKDN220028127-1A_H5GV5DSX5_L1_2_trim	36.38488052298592	36.324177382294174	36.357020361493994	36.34681094339824	36.367620834582794	36.37993593341035	36.37428882356683	36.353937669970264	36.36957861631082	36.34625143394664	36.3185586833192	36.29336301340878	36.22910657544471	36.168126756650814	36.1348962989646	36.0758923725114	36.01370382924949	35.965489845209014	35.92558002590404	35.93078081525597	35.84173073718994	35.72863233690441	35.64559922682568	35.64621164016529	35.51690977671978	35.46273588764311	35.38203303938644	35.1354094460745	35.20285585437654	35.10382829810806	34.87131156581619	34.79698334500479	34.58389385659897	34.519033257130594	34.30746729049516	34.03183886782036	34.11239134896526	33.93966108090964
A10_2_EKDN220028207-1A_H57WKDSX5_L2_1_trim	36.27490975114882	36.14722655977214	36.26109301156136	36.25218244218605	36.306967265519596	36.320789107064904	36.31029820624728	36.31049399387956	36.282291646404985	36.310556875509995	36.25221848870224	36.204927637647124	36.11525866390582	36.061531702028084	36.01894738590321	35.98911274276152	35.937397810196295	35.86977067311054	35.81994782825419	35.74885554875668	35.712483258027675	35.69777035654499	35.62585541049117	35.60222494426999	35.50391573821075	35.471023684679594	35.42708322110648	35.34381677076726	35.31559622668962	35.21287251657459	35.131534722712544	35.05241385612601	34.98543657133638	34.88827342503732	34.81986648978479	34.70794702330768	34.58514140263142	34.46619707334649
A10_2_EKDN220028207-1A_H57WKDSX5_L2_2_trim	36.183686107145576	36.14457896252325	36.208937609751885	36.22216507320831	36.195865118264976	36.2096078794637	36.19792822246832	36.201751502128	36.20124066859882	36.19316618256527	36.17374798728581	36.129582779789686	36.0912409748071	36.050890991318674	35.988252174295255	35.95551231055398	35.89589404859952	35.82219062642432	35.7541082080485	35.69380615689562	35.62647744752464	35.537448614287214	35.4728212890564	35.42441844415184	35.35953174393622	35.29125802057111	35.218877953598806	35.12315170032209	35.030626503681745	34.95812938185014	34.8418386528154	34.700214387848455	34.61094690769694	34.54417889564325	34.34403420906537	34.17298346999716	34.04998915630169	33.96982513443566
A10_3_EKDN220028263-1A_H3NGLDSX5_L2_1_trim	36.40219360510701	36.37673135093506	36.35975274534092	36.372198986763905	36.38836860406315	36.37769198829026	36.3908381930623	36.363467132458354	36.37257013551569	36.37175204247798	36.35080367254429	36.33552272217236	36.265079290082426	36.2096664523619	36.20882127886914	36.07418753062199	36.03504078301167	36.01177744919991	35.962625135680454	35.952288946960394	35.91338304480983	35.917089839142555	35.867247279207035	35.76802737414151	35.54532039489645	34.878422528345745	35.632456668929436	35.493532283897125	35.48326629925299	35.47394918014479	35.47861331599139	35.10982534297899	35.10604831733759	34.98014608861338	34.89232058876304	34.710413940977915	33.98039390723072	34.96509371280285
A10_3_EKDN220028263-1A_H3NGLDSX5_L2_2_trim	36.05948702603145	36.38672830055626	36.36289417157279	36.34409722705489	36.35046880726709	36.34550208307237	36.31474979934771	36.30945339067581	36.29266992813632	36.28552450277665	36.27714985020937	36.24259536150154	36.20235027255949	36.13739390552795	36.1286817188106	36.11303136446328	35.93461199609807	35.98279454057288	35.95869296718189	35.92887062749332	35.9177904500664	35.8670417375932	35.84443870854843	35.730394724578694	35.853852995610154	35.73965352707039	35.72240204336161	35.598442709812744	35.53661948412035	35.48926323193147	35.43975997247486	35.06295648100556	35.12804753382782	35.105719559877514	35.00438495108633	34.682318551475326	34.56093201236017	34.2628020405431
