-0.005870	0.000260
-0.006630	-0.000918
-0.005289	-0.000355
-0.006159	-0.000037
-0.006718	-0.001533
-0.007112	-0.001949
-0.007398	-0.001794
-0.005965	-0.000863
-0.004324	0.001593
-0.007152	-0.001773
-0.011544	-0.005751
-0.005137	0.000274
-0.006288	-0.000890
-0.008074	-0.002528
-0.005409	0.000924
-0.006956	-0.001739
-0.006315	-0.001194
-0.007433	-0.002006
-0.005520	-0.000096
-0.006534	-0.001296
-0.006448	-0.001199
-0.009662	-0.003801
-0.006007	-0.000108
-0.007571	-0.001961
-0.009156	-0.002947
-0.006155	-0.000521
-0.006414	-0.000837
-0.006133	-0.000410
-0.008622	-0.003117
-0.006336	-0.001231
-0.003111	0.002940
-0.008330	-0.002843
-0.006647	-0.001501
-0.006048	-0.000674
-0.008880	-0.003205
-0.004702	0.001950
-0.007900	-0.001544
-0.008018	-0.002077
-0.009734	-0.003994
-0.006526	-0.001349
-0.007691	-0.001095
-0.008066	-0.002545
-0.008441	-0.003035
-0.006734	-0.000663
-0.008723	-0.002730
-0.006994	-0.001589
-0.005256	0.001149
-0.007789	-0.001923
-0.007347	-0.001542
-0.014136	-0.008098
-0.006786	-0.001222
-0.008406	-0.002659
-0.006857	-0.001002
-0.009231	-0.003175
-0.006055	0.000904
-0.006898	-0.000597
-0.008232	-0.002682
-0.007932	-0.002605
-0.008393	-0.002554
-0.007233	-0.001641
-0.007176	-0.001450
-0.007292	-0.001558
-0.011100	-0.004784
-0.007975	-0.001831
-0.008999	-0.003149
-0.011778	-0.005671
-0.006952	-0.001518
-0.007466	-0.001559
-0.007747	-0.001800
-0.006887	-0.000960
-0.006687	-0.001168
-0.008146	-0.002949
-0.007663	-0.001600
-0.010159	-0.004157
-0.007395	-0.001980
-0.004105	0.002326
-0.009712	-0.004081
-0.007127	-0.001485
-0.007111	-0.001398
-0.003679	0.002447
-0.007038	-0.001663
-0.003845	0.002032
-0.003327	0.003231
-0.001074	0.004784
-0.005795	-0.000160
-0.004555	0.000953
-0.003358	0.002656
-0.003531	0.002178
-0.006328	-0.000860
-0.004718	0.000590
-0.005968	-0.000974
-0.005062	0.000536
-0.003703	0.002215
-0.008423	-0.002119
-0.005597	-0.000645
-0.003741	0.002172
-0.002887	0.002971
-0.005071	0.000723
-0.004644	0.001257
-0.005635	-0.000315
-0.002064	0.004049
-0.004020	0.001820
-0.003808	0.001781
-0.003401	0.002200
-0.003603	0.001916
-0.005791	0.000698
-0.007587	-0.002352
-0.006465	-0.000425
-0.008553	-0.001726
-0.005089	0.000702
-0.005873	-0.000529
-0.003181	0.002953
-0.003939	0.001611
-0.004746	0.000896
-0.008021	-0.002788
-0.004550	0.000849
-0.005645	-0.000908
-0.003252	0.003919
-0.003881	0.001709
-0.003552	0.002118
-0.006710	-0.000898
-0.003229	0.002426
-0.008193	-0.002286
-0.006219	-0.000393
-0.006393	-0.000822
-0.011319	-0.004929
-0.004515	0.001362
-0.007752	-0.001778
-0.007440	-0.001841
-0.004486	0.001472
-0.006178	-0.000537
-0.005248	0.000361
-0.005724	-0.000221
-0.008487	-0.001885
-0.009494	-0.003903
-0.008293	-0.002091
-0.010857	-0.004078
-0.007571	-0.001835
-0.006842	-0.001049
-0.005748	0.001119
-0.005512	-0.000200
-0.010686	-0.004716
-0.007416	-0.001676
-0.005841	-0.000365
-0.005483	0.000053
-0.006338	-0.000253
-0.006630	-0.000371
-0.007124	-0.001825
-0.008810	-0.003264
-0.004170	0.001601
-0.006300	-0.000342
-0.006378	-0.000856
-0.006438	-0.001409
-0.007269	-0.001696
-0.004798	0.000133
-0.006237	-0.000302
-0.006328	-0.001163
-0.010161	-0.004365
-0.006057	-0.000716
-0.005138	0.000384
-0.007052	-0.001486
-0.005319	-0.000110
-0.004676	0.000968
-0.006208	-0.000739
-0.006242	-0.001011
-0.011458	-0.005793
-0.005383	-0.000152
-0.006720	-0.001401
-0.005658	-0.000369
-0.007628	-0.002108
-0.005339	0.000791
-0.005816	-0.000137
-0.006204	-0.000867
-0.006036	-0.000998
