"","fst_unweighted","fst_weighted","cluster_a","month_a","year_a","cluster_b","month_b","year_b","treated"
"795",-0.008476,0,29,7,2014,37,7,2015,0
"796",-0.006687,0,29,7,2014,4,9,2014,0
"797",-0.005234,0.000146,29,7,2014,9,11,2014,0
"798",-0.00339,0.002419,29,7,2014,9,7,2014,0
"799",-0.007366,0,29,7,2014,9,7,2015,0
"800",-0.00548,6e-05,29,9,2014,11,11,2014,0
"801",-0.005679,0.000102,29,9,2014,11,9,2015,0
"802",-0.005334,0,29,9,2014,18,8,2014,0
"803",-0.005097,0,29,9,2014,2,9,2015,0
"804",-0.00935,0,29,9,2014,20,11,2014,0
"805",-0.004353,0.001058,29,9,2014,20,9,2015,0
"806",-0.006677,0,29,9,2014,26,7,2015,0
"807",-0.004733,0.000497,29,9,2014,29,9,2015,0
"808",-0.006905,0,29,9,2014,3,7,2015,0
"809",-0.006601,0,29,9,2014,36,7,2015,0
"810",-0.006368,0,29,9,2014,9,7,2015,0
"811",-0.006696,0,3,7,2015,2,9,2015,1
"812",-0.006086,0,3,7,2015,29,9,2015,1
"813",-0.009061,0,3,7,2015,9,7,2015,1
"814",-0.00616,0,3,9,2014,11,11,2014,1
"815",-0.007575,0,3,9,2014,11,9,2015,1
"816",-0.006086,0,3,9,2014,12,11,2015,1
"817",-0.006505,0,3,9,2014,18,8,2014,1
"818",-0.008067,0,3,9,2014,2,9,2014,1
"819",-0.005379,0,3,9,2014,2,9,2015,1
"820",-0.010912,0,3,9,2014,20,11,2014,1
"821",-0.005716,0,3,9,2014,20,9,2015,1
"822",-0.008467,0,3,9,2014,26,7,2015,1
"823",-0.005954,0,3,9,2014,29,9,2014,1
"824",-0.005159,0.000227,3,9,2014,29,9,2015,1
"825",-0.008332,0,3,9,2014,3,7,2015,1
"826",-0.006505,0,3,9,2014,36,7,2014,1
"827",-0.008513,0,3,9,2014,36,7,2015,1
"828",-0.007825,0,3,9,2014,4,9,2014,1
"829",-0.008089,0,3,9,2014,9,7,2015,1
"830",-0.005594,0.000231,3,9,2015,1,7,2015,1
"831",-0.00578,0,3,9,2015,1,9,2015,1
"832",-0.006172,0,3,9,2015,10,11,2014,1
"833",-0.005035,0.001136,3,9,2015,10,9,2015,1
"834",-0.005559,0.000193,3,9,2015,11,11,2014,1
"835",-0.006186,0,3,9,2015,11,7,2015,1
"836",-0.004063,0.001034,3,9,2015,11,9,2014,1
"837",-0.005291,0.000722,3,9,2015,11,9,2015,1
"838",-0.00536,2.3e-05,3,9,2015,12,11,2015,1
"839",-0.005318,0.000191,3,9,2015,12,9,2014,1
"840",-0.004509,0.001199,3,9,2015,12,9,2015,1
"841",-0.004766,0.000581,3,9,2015,18,8,2014,1
"842",-0.00386,0.002058,3,9,2015,18,9,2014,1
"843",-0.005655,0,3,9,2015,18,9,2015,1
"844",-0.00524,0.000291,3,9,2015,2,9,2014,1
"845",-0.00516,0.000133,3,9,2015,2,9,2015,1
"846",-0.009876,0,3,9,2015,20,11,2014,1
"847",-0.004361,0.001177,3,9,2015,20,7,2015,1
"848",-0.005912,0,3,9,2015,20,9,2014,1
"849",-0.005461,0,3,9,2015,20,9,2015,1
"850",-0.00658,0,3,9,2015,26,7,2015,1
"851",-0.004554,0.001738,3,9,2015,26,9,2014,1
"852",-0.005437,0.000272,3,9,2015,29,7,2014,1
"853",-0.004204,0.001446,3,9,2015,29,9,2014,1
"854",-0.005232,0.000187,3,9,2015,29,9,2015,1
"855",-0.005763,0.00036,3,9,2015,3,7,2015,1
"856",-0.00512,0.000651,3,9,2015,3,9,2014,1
"857",-0.005083,0.000362,3,9,2015,36,7,2014,1
"858",-0.007538,0,3,9,2015,36,7,2015,1
"859",-0.004749,0.001464,3,9,2015,36,9,2014,1
"860",-0.007238,0,3,9,2015,37,7,2015,1
"861",-0.005726,0,3,9,2015,37,9,2015,1
"862",-0.004845,0.001061,3,9,2015,4,9,2014,1
"863",-0.006876,0,3,9,2015,4,9,2015,1
"864",-0.004671,0.000777,3,9,2015,9,11,2014,1
"865",-0.002241,0.004054,3,9,2015,9,7,2014,1
"866",-0.006467,0,3,9,2015,9,7,2015,1
"867",-0.00504,0.000359,3,9,2015,9,9,2014,1
"868",-0.004717,0.000837,3,9,2015,9,9,2015,1
"869",-0.006035,0,36,7,2014,11,11,2014,0
"870",-0.006327,0,36,7,2014,11,9,2015,0
"871",-0.005187,0,36,7,2014,18,8,2014,0
"872",-0.005295,0,36,7,2014,2,9,2015,0
"873",-0.009903,0,36,7,2014,20,11,2014,0
"874",-0.005295,0,36,7,2014,20,9,2015,0
"875",-0.007421,0,36,7,2014,26,7,2015,0
"876",-0.005139,0,36,7,2014,29,9,2014,0
"877",-0.005536,0,36,7,2014,29,9,2015,0
"878",-0.006341,0,36,7,2014,3,7,2015,0
"879",-0.007799,0,36,7,2014,36,7,2015,0
"880",-0.007138,0,36,7,2014,9,7,2015,0
"881",-0.008135,0,36,7,2015,11,11,2014,0
"882",-0.0076,0,36,7,2015,18,8,2014,0
"883",-0.007436,0,36,7,2015,2,9,2015,0
"884",-0.014757,0,36,7,2015,20,11,2014,0
"885",-0.007806,0,36,7,2015,20,9,2015,0
"886",-0.010258,0,36,7,2015,26,7,2015,0
"887",-0.007903,0,36,7,2015,29,9,2015,0
"888",-0.009472,0,36,7,2015,3,7,2015,0
"889",-0.009713,0,36,7,2015,9,7,2015,0
"890",-0.005926,0,36,9,2014,11,11,2014,0
"891",-0.007739,0,36,9,2014,11,9,2015,0
"892",-0.006519,0,36,9,2014,12,11,2015,0
"893",-0.007064,0,36,9,2014,18,8,2014,0
"894",-0.008068,0,36,9,2014,2,9,2014,0
"895",-0.004575,0.001173,36,9,2014,2,9,2015,0
"896",-0.011753,0,36,9,2014,20,11,2014,0
"897",-0.004555,0.001206,36,9,2014,20,9,2015,0
"898",-0.0079,0,36,9,2014,26,7,2015,0
"899",-0.006113,0,36,9,2014,29,9,2014,0
"900",-0.004831,0.000814,36,9,2014,29,9,2015,0
"901",-0.009215,0,36,9,2014,3,7,2015,0
"902",-0.008425,0,36,9,2014,3,9,2014,0
"903",-0.005949,0,36,9,2014,36,7,2014,0
"904",-0.008292,0,36,9,2014,36,7,2015,0
"905",-0.012344,0,36,9,2014,37,7,2015,0
"906",-0.007469,0,36,9,2014,4,9,2014,0
"907",-0.006937,0,36,9,2014,9,7,2015,0
"908",-0.007851,0,37,7,2015,11,11,2014,0
"909",-0.00915,0,37,7,2015,11,9,2015,0
"910",-0.009301,0,37,7,2015,12,11,2015,0
"911",-0.009812,0,37,7,2015,18,8,2014,0
"912",-0.010422,0,37,7,2015,2,9,2014,0
"913",-0.008256,0,37,7,2015,2,9,2015,0
"914",-0.015095,0,37,7,2015,20,11,2014,0
"915",-0.006753,0,37,7,2015,20,9,2015,0
"916",-0.010185,0,37,7,2015,26,7,2015,0
"917",-0.008534,0,37,7,2015,29,9,2014,0
"918",-0.006879,0,37,7,2015,29,9,2015,0
"919",-0.012881,0,37,7,2015,3,7,2015,0
"920",-0.010381,0,37,7,2015,3,9,2014,0
"921",-0.007927,0,37,7,2015,36,7,2014,0
"922",-0.011607,0,37,7,2015,36,7,2015,0
"923",-0.009331,0,37,7,2015,4,9,2014,0
"924",-0.011609,0,37,7,2015,9,7,2015,0
"925",-0.006196,0,37,9,2014,1,7,2015,0
"926",-0.005108,0.000147,37,9,2014,1,9,2015,0
"927",-0.005837,0,37,9,2014,10,11,2014,0
"928",-0.004538,0.000783,37,9,2014,10,9,2014,0
"929",-0.006077,0,37,9,2014,10,9,2015,0
"930",-0.005678,0,37,9,2014,11,11,2014,0
"931",-0.005785,0,37,9,2014,11,7,2015,0
"932",-0.003844,0.000879,37,9,2014,11,9,2014,0
"933",-0.00566,4.8e-05,37,9,2014,11,9,2015,0
"934",-0.006099,0,37,9,2014,12,11,2015,0
"935",-0.005871,0,37,9,2014,12,9,2014,0
"936",-0.004645,0.00069,37,9,2014,12,9,2015,0
"937",-0.006098,0,37,9,2014,18,8,2014,0
"938",-0.00512,9.2e-05,37,9,2014,18,9,2014,0
"939",-0.006305,0,37,9,2014,18,9,2015,0
"940",-0.006405,0,37,9,2014,2,9,2014,0
"941",-0.005217,0,37,9,2014,2,9,2015,0
"942",-0.009934,0,37,9,2014,20,11,2014,0
"943",-0.006016,0,37,9,2014,20,7,2015,0
"944",-0.005131,0.000139,37,9,2014,20,9,2014,0
"945",-0.004793,0.000326,37,9,2014,20,9,2015,0
"946",-0.006431,0,37,9,2014,26,7,2015,0
"947",-0.004419,0.001608,37,9,2014,26,9,2014,0
"948",-0.004937,0.000609,37,9,2014,26,9,2015,0
"949",-0.005181,0.000151,37,9,2014,29,7,2014,0
"950",-0.005386,0,37,9,2014,29,9,2014,0
"951",-0.004984,4.3e-05,37,9,2014,29,9,2015,0
"952",-0.007197,0,37,9,2014,3,7,2015,0
"953",-0.006453,0,37,9,2014,3,9,2014,0
"954",-0.004582,0.00086,37,9,2014,3,9,2015,0
"955",-0.005352,0,37,9,2014,36,7,2014,0
"956",-0.007198,0,37,9,2014,36,7,2015,0
"957",-0.006749,0,37,9,2014,36,9,2014,0
"958",-0.009607,0,37,9,2014,37,7,2015,0
"959",-0.006207,0,37,9,2014,37,9,2015,0
"960",-0.005775,0,37,9,2014,39,7,2015,0
"961",-0.006039,0,37,9,2014,39,9,2014,0
"962",-0.005708,0,37,9,2014,4,9,2014,0
"963",-0.007898,0,37,9,2014,4,9,2015,0
"964",-0.00591,0,37,9,2014,9,11,2014,0
"965",-0.004103,0.001056,37,9,2014,9,7,2014,0
"966",-0.007017,0,37,9,2014,9,7,2015,0
"967",-0.005578,0,37,9,2014,9,9,2014,0
"968",-0.00535,0,37,9,2014,9,9,2015,0
"969",-0.007491,0,37,9,2015,1,7,2015,1
"970",-0.00697,0,37,9,2015,10,9,2015,1
"971",-0.005767,5.5e-05,37,9,2015,11,11,2014,1
"972",-0.003819,0.001417,37,9,2015,11,9,2014,1
"973",-0.00665,0,37,9,2015,11,9,2015,1
"974",-0.006746,0,37,9,2015,12,11,2015,1
"975",-0.005989,0,37,9,2015,12,9,2014,1
"976",-0.00628,0,37,9,2015,18,8,2014,1
"977",-0.005724,0,37,9,2015,18,9,2014,1
"978",-0.006662,0,37,9,2015,18,9,2015,1
"979",-0.006967,0,37,9,2015,2,9,2014,1
"980",-0.005442,0,37,9,2015,2,9,2015,1
"981",-0.010762,0,37,9,2015,20,11,2014,1
"982",-0.006704,0,37,9,2015,20,7,2015,1
"983",-0.005,0.000588,37,9,2015,20,9,2015,1
"984",-0.007078,0,37,9,2015,26,7,2015,1
"985",-0.005396,0.000918,37,9,2015,26,9,2014,1
"986",-0.005706,7e-05,37,9,2015,29,7,2014,1
"987",-0.005683,0,37,9,2015,29,9,2014,1
"988",-0.005164,0.000359,37,9,2015,29,9,2015,1
"989",-0.008203,0,37,9,2015,3,7,2015,1
"990",-0.006689,0,37,9,2015,3,9,2014,1
"991",-0.005197,0.000296,37,9,2015,36,7,2014,1
"992",-0.008009,0,37,9,2015,36,7,2015,1
"993",-0.007601,0,37,9,2015,36,9,2014,1
"994",-0.010608,0,37,9,2015,37,7,2015,1
"995",-0.005946,0,37,9,2015,4,9,2014,1
"996",-0.008638,0,37,9,2015,4,9,2015,1
"997",-0.006503,0,37,9,2015,9,11,2014,1
"998",-0.004472,0.001183,37,9,2015,9,7,2014,1
"999",-0.007222,0,37,9,2015,9,7,2015,1
"1000",-0.006001,0,37,9,2015,9,9,2015,1
"1001",-0.00657,0,39,7,2015,1,7,2015,0
"1002",-0.004379,0.001144,39,7,2015,1,9,2015,0
"1003",-0.00552,0,39,7,2015,10,11,2014,0
"1004",-0.004681,0.000695,39,7,2015,10,9,2014,0
"1005",-0.006355,0,39,7,2015,10,9,2015,0
"1006",-0.005197,0.00018,39,7,2015,11,11,2014,0
"1007",-0.005493,0.000126,39,7,2015,11,7,2015,0
"1008",-0.00328,0.001686,39,7,2015,11,9,2014,0
"1009",-0.005385,0.000433,39,7,2015,11,9,2015,0
"1010",-0.005579,0,39,7,2015,12,11,2015,0
"1011",-0.005438,0,39,7,2015,12,9,2014,0
"1012",-0.005352,0.000147,39,7,2015,12,9,2015,0
"1013",-0.005846,0,39,7,2015,18,8,2014,0
"1014",-0.005157,6e-05,39,7,2015,18,9,2014,0
"1015",-0.006323,0,39,7,2015,18,9,2015,0
"1016",-0.006714,0,39,7,2015,2,9,2014,0
"1017",-0.004569,0.000462,39,7,2015,2,9,2015,0
"1018",-0.009076,0,39,7,2015,20,11,2014,0
"1019",-0.005788,0,39,7,2015,20,7,2015,0
"1020",-0.00479,0.000685,39,7,2015,20,9,2014,0
"1021",-0.003904,0.001552,39,7,2015,20,9,2015,0
"1022",-0.006094,0,39,7,2015,26,7,2015,0
"1023",-0.004424,0.001667,39,7,2015,26,9,2014,0
"1024",-0.00464,0.000985,39,7,2015,26,9,2015,0
"1025",-0.005384,0,39,7,2015,29,7,2014,0
"1026",-0.005241,0,39,7,2015,29,9,2014,0
"1027",-0.004414,0.00079,39,7,2015,29,9,2015,0
"1028",-0.007844,0,39,7,2015,3,7,2015,0
"1029",-0.006087,0,39,7,2015,3,9,2014,0
"1030",-0.004014,0.001642,39,7,2015,3,9,2015,0
"1031",-0.004976,3.6e-05,39,7,2015,36,7,2014,0
"1032",-0.006759,0,39,7,2015,36,7,2015,0
"1033",-0.007112,0,39,7,2015,36,9,2014,0
"1034",-0.010176,0,39,7,2015,37,7,2015,0
"1035",-0.006306,0,39,7,2015,37,9,2015,0
"1036",-0.005767,0,39,7,2015,39,9,2014,0
"1037",-0.005509,0,39,7,2015,4,9,2014,0
"1038",-0.007732,0,39,7,2015,4,9,2015,0
"1039",-0.005921,0,39,7,2015,9,11,2014,0
"1040",-0.00471,0.000304,39,7,2015,9,7,2014,0
"1041",-0.006711,0,39,7,2015,9,7,2015,0
"1042",-0.00529,0,39,7,2015,9,9,2014,0
"1043",-0.004957,0.000198,39,7,2015,9,9,2015,0
"1044",-0.006638,0,39,9,2014,1,7,2015,0
"1045",-0.005459,0,39,9,2014,1,9,2015,0
"1046",-0.006785,0,39,9,2014,10,11,2014,0
"1047",-0.006118,0,39,9,2014,10,9,2015,0
"1048",-0.006004,0,39,9,2014,11,11,2014,0
"1049",-0.006955,0,39,9,2014,11,7,2015,0
"1050",-0.005041,0,39,9,2014,11,9,2014,0
"1051",-0.005995,0,39,9,2014,11,9,2015,0
"1052",-0.00625,0,39,9,2014,12,11,2015,0
"1053",-0.00645,0,39,9,2014,12,9,2014,0
"1054",-0.005298,0,39,9,2014,12,9,2015,0
"1055",-0.006122,0,39,9,2014,18,8,2014,0
"1056",-0.004437,0.000949,39,9,2014,18,9,2014,0
"1057",-0.006652,0,39,9,2014,18,9,2015,0
"1058",-0.006753,0,39,9,2014,2,9,2014,0
"1059",-0.005956,0,39,9,2014,2,9,2015,0
"1060",-0.010236,0,39,9,2014,20,11,2014,0
"1061",-0.005902,0,39,9,2014,20,7,2015,0
"1062",-0.00637,0,39,9,2014,20,9,2014,0
"1063",-0.005238,0,39,9,2014,20,9,2015,0
"1064",-0.007224,0,39,9,2014,26,7,2015,0
"1065",-0.005178,0.000732,39,9,2014,26,9,2014,0
"1066",-0.006342,0,39,9,2014,29,7,2014,0
"1067",-0.005925,0,39,9,2014,29,9,2014,0
"1068",-0.005506,0,39,9,2014,29,9,2015,0
"1069",-0.007608,0,39,9,2014,3,7,2015,0
"1070",-0.006941,0,39,9,2014,3,9,2014,0
"1071",-0.004912,0.000419,39,9,2014,3,9,2015,0
"1072",-0.005811,0,39,9,2014,36,7,2014,0
"1073",-0.007745,0,39,9,2014,36,7,2015,0
"1074",-0.006405,0,39,9,2014,36,9,2014,0
"1075",-0.009321,0,39,9,2014,37,7,2015,0
"1076",-0.006282,0,39,9,2014,37,9,2015,0
"1077",-0.006169,0,39,9,2014,4,9,2014,0
"1078",-0.008166,0,39,9,2014,4,9,2015,0
"1079",-0.005689,0,39,9,2014,9,11,2014,0
"1080",-0.003409,0.002004,39,9,2014,9,7,2014,0
"1081",-0.007942,0,39,9,2014,9,7,2015,0
"1082",-0.005929,0,39,9,2014,9,9,2014,0
"1083",-0.005696,0,39,9,2014,9,9,2015,0
"1084",-0.006441,0,39,9,2015,1,7,2015,1
"1085",-0.004585,0.001015,39,9,2015,1,9,2015,1
"1086",-0.004774,0.000951,39,9,2015,10,11,2014,1
"1087",-0.005625,0.000625,39,9,2015,10,7,2015,1
"1088",-0.005514,0,39,9,2015,10,9,2014,1
"1089",-0.006759,0,39,9,2015,10,9,2015,1
"1090",-0.004764,0.000874,39,9,2015,11,11,2014,1
"1091",-0.004862,0.001164,39,9,2015,11,7,2015,1
"1092",-0.002439,0.003042,39,9,2015,11,9,2014,1
"1093",-0.006369,0,39,9,2015,11,9,2015,1
"1094",-0.005338,5.1e-05,39,9,2015,12,11,2015,1
"1095",-0.004258,0.001435,39,9,2015,12,9,2014,1
"1096",-0.004455,0.001058,39,9,2015,12,9,2015,1
"1097",-0.005057,0.000156,39,9,2015,18,8,2014,1
"1098",-0.005532,0,39,9,2015,18,9,2014,1
"1099",-0.005695,0,39,9,2015,18,9,2015,1
"1100",-0.005879,0,39,9,2015,2,9,2014,1
"1101",-0.003645,0.001969,39,9,2015,2,9,2015,1
"1102",-0.009104,0,39,9,2015,20,11,2014,1
"1103",-0.005821,0,39,9,2015,20,7,2015,1
"1104",-0.00448,0.001143,39,9,2015,20,9,2014,1
"1105",-0.00393,0.001615,39,9,2015,20,9,2015,1
"1106",-0.006062,0,39,9,2015,26,7,2015,1
"1107",-0.005432,0.000277,39,9,2015,26,9,2014,1
"1108",-0.004464,0.001288,39,9,2015,26,9,2015,1
"1109",-0.004714,0.000928,39,9,2015,29,7,2014,1
"1110",-0.004882,0.000447,39,9,2015,29,9,2014,1
"1111",-0.004375,0.000971,39,9,2015,29,9,2015,1
"1112",-0.006711,0,39,9,2015,3,7,2015,1
"1113",-0.006211,0,39,9,2015,3,9,2014,1
"1114",-0.003883,0.001959,39,9,2015,3,9,2015,1
"1115",-0.004539,0.000727,39,9,2015,36,7,2014,1
"1116",-0.006472,0,39,9,2015,36,7,2015,1
"1117",-0.00685,0,39,9,2015,36,9,2014,1
"1118",-0.008506,0,39,9,2015,37,7,2015,1
"1119",-0.005252,0,39,9,2015,37,9,2014,1
"1120",-0.00578,0,39,9,2015,37,9,2015,1
"1121",-0.004908,0.000381,39,9,2015,39,7,2015,1
"1122",-0.005014,0.000272,39,9,2015,39,9,2014,1
"1123",-0.004335,0.001104,39,9,2015,4,7,2015,1
"1124",-0.005402,7e-05,39,9,2015,4,9,2014,1
"1125",-0.007805,0,39,9,2015,4,9,2015,1
"1126",-0.004713,0.000717,39,9,2015,9,11,2014,1
"1127",-0.004508,0.000635,39,9,2015,9,7,2014,1
"1128",-0.004796,0.001845,39,9,2015,9,7,2015,1
"1129",-0.004715,7e-04,39,9,2015,9,9,2014,1
"1130",-0.004429,0.001058,39,9,2015,9,9,2015,1
"1131",-0.005607,0,4,7,2015,1,7,2015,1
"1132",-0.004108,0.001357,4,7,2015,1,9,2015,1
"1133",-0.004935,0.000375,4,7,2015,10,11,2014,1
"1134",-0.0063,0,4,7,2015,10,7,2015,1
"1135",-0.003726,0.001904,4,7,2015,10,9,2014,1
"1136",-0.005545,0.000222,4,7,2015,10,9,2015,1
"1137",-0.004165,0.001483,4,7,2015,11,11,2014,1
"1138",-0.004769,0.000861,4,7,2015,11,7,2015,1
"1139",-0.002753,0.002092,4,7,2015,11,9,2014,1
"1140",-0.004783,0.001127,4,7,2015,11,9,2015,1
"1141",-0.004893,0.000198,4,7,2015,12,11,2015,1
"1142",-0.004973,0,4,7,2015,12,9,2014,1
"1143",-0.003376,0.002243,4,7,2015,12,9,2015,1
"1144",-0.005355,0,4,7,2015,18,8,2014,1
"1145",-0.00448,0.000919,4,7,2015,18,9,2014,1
"1146",-0.005514,0,4,7,2015,18,9,2015,1
"1147",-0.005871,0,4,7,2015,2,9,2014,1
"1148",-0.004726,0,4,7,2015,2,9,2015,1
"1149",-0.008766,0,4,7,2015,20,11,2014,1
"1150",-0.005314,0,4,7,2015,20,7,2015,1
"1151",-0.00407,0.001428,4,7,2015,20,9,2014,1
"1152",-0.003749,0.001587,4,7,2015,20,9,2015,1
"1153",-0.005999,0,4,7,2015,26,7,2015,1
"1154",-0.003913,0.002226,4,7,2015,26,9,2014,1
"1155",-0.003661,0.002163,4,7,2015,26,9,2015,1
"1156",-0.004049,0.001541,4,7,2015,29,7,2014,1
"1157",-0.004706,0.000367,4,7,2015,29,9,2014,1
"1158",-0.00367,0.001676,4,7,2015,29,9,2015,1
"1159",-0.007319,0,4,7,2015,3,7,2015,1
"1160",-0.005681,0,4,7,2015,3,9,2014,1
"1161",-0.003711,0.001906,4,7,2015,3,9,2015,1
"1162",-0.004323,0.000794,4,7,2015,36,7,2014,1
"1163",-0.006031,0,4,7,2015,36,7,2015,1
"1164",-0.006544,0,4,7,2015,36,9,2014,1
"1165",-0.009917,0,4,7,2015,37,7,2015,1
"1166",-0.005312,0,4,7,2015,37,9,2014,1
"1167",-0.006051,0,4,7,2015,37,9,2015,1
"1168",-0.005022,0,4,7,2015,39,7,2015,1
"1169",-0.005182,0,4,7,2015,39,9,2014,1
"1170",-0.004939,0.000496,4,7,2015,4,9,2014,1
"1171",-0.007355,0,4,7,2015,4,9,2015,1
"1172",-0.005099,0,4,7,2015,9,11,2014,1
"1173",-0.003749,0.001479,4,7,2015,9,7,2014,1
"1174",-0.006779,0,4,7,2015,9,7,2015,1
"1175",-0.004385,0.000758,4,7,2015,9,9,2014,1
"1176",-0.004587,0.000508,4,7,2015,9,9,2015,1
"1177",-0.006086,0,4,9,2014,11,11,2014,1
"1178",-0.006877,0,4,9,2014,11,9,2015,1
"1179",-0.00554,0,4,9,2014,18,8,2014,1
"1180",-0.007379,0,4,9,2014,2,9,2014,1
"1181",-0.004932,0.000654,4,9,2014,2,9,2015,1
"1182",-0.010517,0,4,9,2014,20,11,2014,1
"1183",-0.005183,0.000412,4,9,2014,20,9,2015,1
"1184",-0.007918,0,4,9,2014,26,7,2015,1
"1185",-0.005553,0,4,9,2014,29,9,2014,1
"1186",-0.005329,0.000153,4,9,2014,29,9,2015,1
"1187",-0.007358,0,4,9,2014,3,7,2015,1
"1188",-0.006174,0,4,9,2014,36,7,2014,1
"1189",-0.007766,0,4,9,2014,36,7,2015,1
"1190",-0.007111,0,4,9,2014,9,7,2015,1
"1191",-0.010324,0,4,9,2015,10,9,2015,1
"1192",-0.007732,0,4,9,2015,11,11,2014,1
"1193",-0.005017,0.000123,4,9,2015,11,9,2014,1
"1194",-0.009868,0,4,9,2015,11,9,2015,1
"1195",-0.008422,0,4,9,2015,12,11,2015,1
"1196",-0.008482,0,4,9,2015,18,8,2014,1
"1197",-0.008384,0,4,9,2015,18,9,2014,1
"1198",-0.009217,0,4,9,2015,2,9,2014,1
"1199",-0.006511,0,4,9,2015,2,9,2015,1
"1200",-0.014675,0,4,9,2015,20,11,2014,1
"1201",-0.006929,0,4,9,2015,20,9,2015,1
"1202",-0.010478,0,4,9,2015,26,7,2015,1
"1203",-0.008605,0,4,9,2015,26,9,2014,1
"1204",-0.008782,0,4,9,2015,29,7,2014,1
"1205",-0.007361,0,4,9,2015,29,9,2014,1
"1206",-0.007483,0,4,9,2015,29,9,2015,1
"1207",-0.010164,0,4,9,2015,3,7,2015,1
"1208",-0.010103,0,4,9,2015,3,9,2014,1
"1209",-0.007445,0,4,9,2015,36,7,2014,1
"1210",-0.012059,0,4,9,2015,36,7,2015,1
"1211",-0.010524,0,4,9,2015,36,9,2014,1
"1212",-0.012558,0,4,9,2015,37,7,2015,1
"1213",-0.008596,0,4,9,2015,4,9,2014,1
"1214",-0.008232,0,4,9,2015,9,11,2014,1
"1215",-0.007159,0,4,9,2015,9,7,2014,1
"1216",-0.00852,0,4,9,2015,9,7,2015,1
"1217",-0.006089,0,9,11,2014,10,9,2015,1
"1218",-0.005318,8.1e-05,9,11,2014,11,11,2014,1
"1219",-0.003492,0.001407,9,11,2014,11,9,2014,1
"1220",-0.005332,0.000524,9,11,2014,11,9,2015,1
"1221",-0.006363,0,9,11,2014,12,11,2015,1
"1222",-0.006057,0,9,11,2014,18,8,2014,1
"1223",-0.005195,1e-06,9,11,2014,18,9,2014,1
"1224",-0.006483,0,9,11,2014,2,9,2014,1
"1225",-0.005129,0,9,11,2014,2,9,2015,1
"1226",-0.009928,0,9,11,2014,20,11,2014,1
"1227",-0.00447,0.000762,9,11,2014,20,9,2015,1
"1228",-0.006011,0,9,11,2014,26,7,2015,1
"1229",-0.004301,0.001835,9,11,2014,26,9,2014,1
"1230",-0.004962,0.000227,9,11,2014,29,9,2014,1
"1231",-0.004968,0.000175,9,11,2014,29,9,2015,1
"1232",-0.007614,0,9,11,2014,3,7,2015,1
"1233",-0.005782,0,9,11,2014,3,9,2014,1
"1234",-0.00489,0.000238,9,11,2014,36,7,2014,1
"1235",-0.008167,0,9,11,2014,36,7,2015,1
"1236",-0.006467,0,9,11,2014,36,9,2014,1
"1237",-0.009777,0,9,11,2014,37,7,2015,1
"1238",-0.005077,0.00054,9,11,2014,4,9,2014,1
"1239",-0.00402,0.001216,9,11,2014,9,7,2014,1
"1240",-0.00701,0,9,11,2014,9,7,2015,1
"1241",-0.006316,0,9,7,2014,10,9,2015,1
"1242",-0.002941,0.003,9,7,2014,11,11,2014,1
"1243",-0.000572,0.005295,9,7,2014,11,9,2014,1
"1244",-0.004703,0.001038,9,7,2014,11,9,2015,1
"1245",-0.003522,0.001988,9,7,2014,12,11,2015,1
"1246",-0.004201,0.000933,9,7,2014,18,8,2014,1
"1247",-0.005058,7.7e-05,9,7,2014,2,9,2014,1
"1248",-0.001797,0.004172,9,7,2014,2,9,2015,1
"1249",-0.007121,0,9,7,2014,20,11,2014,1
"1250",-0.001786,0.004223,9,7,2014,20,9,2015,1
"1251",-0.00432,0.001458,9,7,2014,26,7,2015,1
"1252",-0.003439,0.001986,9,7,2014,29,9,2014,1
"1253",-0.002502,0.003145,9,7,2014,29,9,2015,1
"1254",-0.006075,0,9,7,2014,3,7,2015,1
"1255",-0.005302,0,9,7,2014,3,9,2014,1
"1256",-0.003328,0.002038,9,7,2014,36,7,2014,1
"1257",-0.004676,0.001812,9,7,2014,36,7,2015,1
"1258",-0.007311,0,9,7,2014,36,9,2014,1
"1259",-0.009148,0,9,7,2014,37,7,2015,1
"1260",-0.004333,0.001116,9,7,2014,4,9,2014,1
"1261",-0.003635,0.002947,9,7,2014,9,7,2015,1
"1262",-0.006195,0,9,7,2015,29,9,2015,1
"1263",-0.006735,0,9,9,2014,1,7,2015,1
"1264",-0.005501,0.000233,9,9,2014,10,9,2015,1
"1265",-0.006001,0,9,9,2014,11,11,2014,1
"1266",-0.004278,0.000537,9,9,2014,11,9,2014,1
"1267",-0.006082,0,9,9,2014,11,9,2015,1
"1268",-0.005985,0,9,9,2014,12,11,2015,1
"1269",-0.006287,0,9,9,2014,12,9,2014,1
"1270",-0.005488,0,9,9,2014,18,8,2014,1
"1271",-0.004422,0.000985,9,9,2014,18,9,2014,1
"1272",-0.006398,0,9,9,2014,18,9,2015,1
"1273",-0.006439,0,9,9,2014,2,9,2014,1
"1274",-0.005385,0,9,9,2014,2,9,2015,1
"1275",-0.00988,0,9,9,2014,20,11,2014,1
"1276",-0.005197,0,9,9,2014,20,7,2015,1
"1277",-0.005172,3.4e-05,9,9,2014,20,9,2015,1
"1278",-0.007017,0,9,9,2014,26,7,2015,1
"1279",-0.005024,0.001014,9,9,2014,26,9,2014,1
"1280",-0.006033,0,9,9,2014,29,7,2014,1
